solute,Year,Month,WaterYear,WaterYearMonth,NE_BBWM_WB,SE_CWT_CWT07,NE_HBEF_WS1,WC_HJA_HJA06,WC_HJA_HJA07,WC_HJA_HJA10,PR_LEF_MPR,PR_LEF_QS,PR_LEF_RI,GL_MEF_S4,GL_MEF_S6,SE_SEF_WS77,GL_TLW_C31,GL_TLW_C33,GL_TLW_C34
Ca,1973,5,1973,1973.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,6,1973,1973.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,7,1973,1973.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,8,1973,1973.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,9,1973,1973.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,10,1973,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1972,10,1973,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1972,11,1973,1973.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1972,12,1973,1973.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,1,1973,1973.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,2,1973,1973.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,3,1973,1973.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,4,1973,1973.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,5,1973,1973.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,6,1973,1973.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,7,1973,1973.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,8,1973,1973.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,9,1973,1973.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,6,1974,1973.6666666666667,NA,NA,0.561164722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,7,1974,1973.75,NA,NA,0.155020956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,8,1974,1973.8333333333333,NA,NA,0.065909899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,9,1974,1973.9166666666667,NA,NA,0.095120508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,10,1974,1974,NA,NA,0.104730813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,11,1974,1974.0833333333333,NA,NA,0.105368844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,12,1974,1974.1666666666667,NA,NA,0.202117864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,1,1974,1974.25,NA,NA,0.264751696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,2,1974,1974.3333333333333,NA,NA,0.149810281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,3,1974,1974.4166666666667,NA,NA,0.38406926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,4,1974,1974.5,NA,NA,0.326204758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,5,1974,1974.5833333333333,NA,NA,0.247482593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,10,1974,1974,NA,NA,NA,0.055727924,0.081237911,3.684720812,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,11,1974,1974.0833333333333,NA,NA,NA,0.373781489,0.434914372,0.151574457,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,12,1974,1974.1666666666667,NA,NA,NA,0.115948143,0.090498203,0.149243065,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,1,1974,1974.25,NA,NA,NA,0.504651004,0.298151742,0.187655509,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,2,1974,1974.3333333333333,NA,NA,NA,0.069929515,0.061301013,0.028119082,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,3,1974,1974.4166666666667,NA,NA,NA,0.223866186,0.184204127,0.087537432,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,4,1974,1974.5,NA,NA,NA,0.108204899,0.087501931,0.037788859,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,5,1974,1974.5833333333333,NA,NA,NA,0.215119773,0.200006757,0.162392718,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,6,1974,1974.6666666666667,NA,NA,NA,0.120811509,0.106334125,0.096784922,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,7,1974,1974.75,NA,NA,NA,0.233468507,0.231396304,0.339888641,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,8,1974,1974.8333333333333,NA,NA,NA,0.126889279,0.134115044,0.251923077,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,9,1974,1974.9166666666667,NA,NA,NA,0.152373887,0.168518519,0.318691589,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,11,1974,1974.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,12,1974,1974.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,1,1974,1974.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,2,1974,1974.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,3,1974,1974.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,4,1974,1974.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,5,1974,1974.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,6,1974,1974.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,7,1974,1974.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,8,1974,1974.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,9,1974,1974.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,10,1974,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,10,1974,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,11,1974,1974.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1973,12,1974,1974.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,1,1974,1974.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,2,1974,1974.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,3,1974,1974.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,4,1974,1974.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,5,1974,1974.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,6,1974,1974.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,7,1974,1974.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,8,1974,1974.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,9,1974,1974.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,6,1975,1974.6666666666667,NA,NA,0.219027494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,7,1975,1974.75,NA,NA,0.229722096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,8,1975,1974.8333333333333,NA,NA,0.223551805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,9,1975,1974.9166666666667,NA,NA,0.244770793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,10,1975,1975,NA,NA,0.12596743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,11,1975,1975.0833333333333,NA,NA,0.115554139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,12,1975,1975.1666666666667,NA,NA,0.16391098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,1,1975,1975.25,NA,NA,0.182330189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,2,1975,1975.3333333333333,NA,NA,0.170335661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,3,1975,1975.4166666666667,NA,NA,0.818126116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,4,1975,1975.5,NA,NA,0.243683795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,5,1975,1975.5833333333333,NA,NA,0.304515122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,10,1975,1975,NA,NA,NA,0.169328622,0.225374593,0.162739726,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,11,1975,1975.0833333333333,NA,NA,NA,0.024151015,0.02967694,0.010554259,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,12,1975,1975.1666666666667,NA,NA,NA,0.156219656,0.125333244,0.043807184,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,1,1975,1975.25,NA,NA,NA,0.12718994,0.078435143,0.073640097,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,2,1975,1975.3333333333333,NA,NA,NA,0.117883776,0.119977872,0.053213472,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,3,1975,1975.4166666666667,NA,NA,NA,0.042450305,0.034296455000000003,0.262528564,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,4,1975,1975.5,NA,NA,NA,0.170110954,0.148662089,0.274520875,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,5,1975,1975.5833333333333,NA,NA,NA,0.072136219,0.071072151,0.082668035,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,6,1975,1975.6666666666667,NA,NA,NA,0.189011596,0.27065699,0.142229199,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,7,1975,1975.75,NA,NA,NA,0.107146361,0.100111235,0.417975207,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,8,1975,1975.8333333333333,NA,NA,NA,0.110109356,0.120861538,0.142311015,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,9,1975,1975.9166666666667,NA,NA,NA,0.273391304,0.339718876,0.391590909,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,11,1975,1975.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,12,1975,1975.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,1,1975,1975.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,2,1975,1975.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,3,1975,1975.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,4,1975,1975.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,5,1975,1975.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,6,1975,1975.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,7,1975,1975.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,8,1975,1975.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,9,1975,1975.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,10,1975,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,10,1975,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,11,1975,1975.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1974,12,1975,1975.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,1,1975,1975.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,2,1975,1975.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,3,1975,1975.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,4,1975,1975.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,5,1975,1975.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,6,1975,1975.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,7,1975,1975.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,8,1975,1975.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,9,1975,1975.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,6,1976,1975.6666666666667,NA,NA,0.073921868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,7,1976,1975.75,NA,NA,0.21646144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,8,1976,1975.8333333333333,NA,NA,0.082214626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,9,1976,1975.9166666666667,NA,NA,0.088350303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,10,1976,1976,NA,NA,0.116431929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,11,1976,1976.0833333333333,NA,NA,0.153579783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,12,1976,1976.1666666666667,NA,NA,0.250201697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,1,1976,1976.25,NA,NA,0.295183125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,2,1976,1976.3333333333333,NA,NA,0.12297203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,3,1976,1976.4166666666667,NA,NA,0.146812135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,4,1976,1976.5,NA,NA,0.082725205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,5,1976,1976.5833333333333,NA,NA,0.193132874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,10,1976,1976,NA,NA,NA,0.02771639,0.027510126,0.385818777,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,11,1976,1976.0833333333333,NA,NA,NA,0.183286599,0.206890446,0.268450461,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,12,1976,1976.1666666666667,NA,NA,NA,0.039844896,0.036109259,0.136181478,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,1,1976,1976.25,NA,NA,NA,0.468457326,0.449884303,0.714774233,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,2,1976,1976.3333333333333,NA,NA,NA,0.264392185,0.211931973,0.147226468,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,3,1976,1976.4166666666667,NA,NA,NA,0.202781444,0.228518129,0.034789137,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,4,1976,1976.5,NA,NA,NA,0.155290417,0.133542424,0.468130803,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,5,1976,1976.5833333333333,NA,NA,NA,0.117159482,0.114701601,0.11835443,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,6,1976,1976.6666666666667,NA,NA,NA,0.144291101,0.311486611,0.2924932,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,7,1976,1976.75,NA,NA,NA,0.138242894,0.157832278,0.188340675,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,8,1976,1976.8333333333333,NA,NA,NA,0.265117005,0.311040268,0.352622222,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,9,1976,1976.9166666666667,NA,NA,NA,0.159503106,0.193030303,0.203149606,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,11,1976,1976.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,12,1976,1976.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,1,1976,1976.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,2,1976,1976.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,3,1976,1976.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,4,1976,1976.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,5,1976,1976.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,6,1976,1976.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,7,1976,1976.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,8,1976,1976.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,9,1976,1976.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,10,1976,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,10,1976,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,11,1976,1976.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1975,12,1976,1976.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,1,1976,1976.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,2,1976,1976.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,3,1976,1976.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,4,1976,1976.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,5,1976,1976.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,6,1976,1976.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,7,1976,1976.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,8,1976,1976.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,9,1976,1976.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,6,1977,1976.6666666666667,NA,NA,0.230349221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,7,1977,1976.75,NA,NA,0.103716625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,8,1977,1976.8333333333333,NA,NA,0.136731416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,9,1977,1976.9166666666667,NA,NA,0.541512847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,10,1977,1977,NA,NA,0.357470212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,11,1977,1977.0833333333333,NA,NA,0.165847281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,12,1977,1977.1666666666667,NA,NA,0.396834936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,1,1977,1977.25,NA,NA,0.159752811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,2,1977,1977.3333333333333,NA,NA,0.155536143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,3,1977,1977.4166666666667,NA,NA,0.31034715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,4,1977,1977.5,NA,NA,0.172170331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,5,1977,1977.5833333333333,NA,NA,0.160303285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,10,1977,1977,NA,NA,NA,0.286357466,0.342139535,0.392758294,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,11,1977,1977.0833333333333,NA,NA,NA,0.144049248,0.194176932,0.267685256,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,12,1977,1977.1666666666667,NA,NA,NA,0.308517857,0.445968208,0.449441385,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,1,1977,1977.25,NA,NA,NA,0.175337876,0.197816594,0.090429165,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,2,1977,1977.3333333333333,NA,NA,NA,0.127262914,0.122358079,0.035814717,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,3,1977,1977.4166666666667,NA,NA,NA,0.212795291,0.239248345,0.337493411,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,4,1977,1977.5,NA,NA,NA,0.125526292,0.150445696,0.101206409,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,5,1977,1977.5833333333333,NA,NA,NA,0.215602463,0.234963096,0.37848221,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,6,1977,1977.6666666666667,NA,NA,NA,0.124919887,0.134380916,0.167949246,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,7,1977,1977.75,NA,NA,NA,0.269011858,0.315539648,0.407934783,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,8,1977,1977.8333333333333,NA,NA,NA,0.105147059,0.116731518,0.131636364,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,9,1977,1977.9166666666667,NA,NA,NA,0.411072727,0.469833795,0.34540107,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,11,1977,1977.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,12,1977,1977.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,1,1977,1977.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,2,1977,1977.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,3,1977,1977.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,4,1977,1977.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,5,1977,1977.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,6,1977,1977.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,7,1977,1977.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,8,1977,1977.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,9,1977,1977.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1977,10,1977,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ca,1976,10,1977,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475482094,NA,NA,NA
Ca,1976,11,1977,1977.0833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008782713,NA,NA,NA
Ca,1976,12,1977,1977.1666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181659444,NA,NA,NA
Ca,1977,1,1977,1977.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104201656,NA,NA,NA
Ca,1977,2,1977,1977.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146757206,NA,NA,NA
Ca,1977,3,1977,1977.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097039776,NA,NA,NA
