Year,Month ,Water Year,"Water Year, Month",CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrTOCTCICmgL,StrNH4NmgL,StrNO3NO2NmgL,StrTPmgL,StrSO4SmgL,depNH4Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWATOCTCICmgL,FWANH4NmgL,FWANO3NO2NmgL,FWATDPmgL,FWASO4SmgL,
1972,5,1972,19725,12.96774194,93.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1972,6,1972,19726,15.68333333,59.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1972,7,1972,19727,17.03225806,228.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1972,8,1972,19728,17.30645161,58.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1972,9,1972,19729,9.7,99.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1972,10,1972,197210,3.629032258,57.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1972,11,1973,197311,-4.2,7.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1972,12,1973,197312,-15.4516129,43.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1973,1,1973,19731,-11.87096774,5.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1973,2,1973,19732,-10.82142857,1.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1973,3,1973,19733,1.419354839,37.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1973,4,1973,19734,4.15,18.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1973,5,1973,19735,9.612903226,91.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1973,6,1973,19736,15.55,130.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1973,7,1973,19737,17.82258065,130.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1973,8,1973,19738,18.70967742,93.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1973,9,1973,19739,11.25,91.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1973,10,1973,197310,8.274193548,95.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1973,11,1974,197411,-4.066666667,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1973,12,1974,197412,-12.40322581,19.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,1,1974,19741,-17,18.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,2,1974,19742,-12.42857143,14.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,3,1974,19743,-7.241935484,41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,4,1974,19744,3.6,79.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,5,1974,19745,7.870967742,124,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,6,1974,19746,15.25,75.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,7,1974,19747,19.82258065,110.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,8,1974,19748,15.11290323,110.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,9,1974,19749,8.483333333,28.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,10,1974,197410,5.935483871,85.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,11,1975,197511,-2.633333333,46.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,12,1975,197512,-7.580645161,30.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,1,1975,19751,-13.41935484,115.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,2,1975,19752,-12.26785714,15.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,3,1975,19753,-7.983870968,63.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,4,1975,19754,0.516666667,63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,5,1975,19755,13.08064516,69.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,6,1975,19756,16.38333333,107.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,7,1975,19757,21.08064516,87.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,8,1975,19758,17.33870968,123.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,9,1975,19759,10.63333333,71.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,10,1975,197510,7.483870968,46.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,11,1976,197611,-1.933333333,53.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,12,1976,197612,-12.64516129,26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,1,1976,19761,-16.5,32.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,2,1976,19762,-7.051724138,18.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,3,1976,19763,-6.080645161,64.4,0.1747,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,4,1976,19764,6.683333333,11.5,44.4717,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,5,1976,19765,10.74193548,9.9,0.2668,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,6,1976,19766,18.46666667,134.6,0.1426,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,7,1976,19767,19.22580645,61.7,0.0902,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,8,1976,19768,19.24193548,23,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,9,1976,19769,12.78333333,20.1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,10,1976,197610,2.629032258,6.6,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,11,1977,197711,-7.016666667,8.7,17.0179,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,12,1977,197712,-17.0483871,22.6,4.2134,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1977,1,1977,19771,-19.12903226,25.1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1977,2,1977,19772,-8.910714286,32.7,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1977,3,1977,19773,0.032258065,44.1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1977,4,1977,19774,7.466666667,34.3,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1977,5,1977,19775,15.66129032,117.1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1977,6,1977,19776,16.61666667,122.8,1.8666,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1977,7,1977,19777,19.79032258,72.6,11.959,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1977,8,1977,19778,14.5,173.7,9.1717,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1977,9,1977,19779,12.2,117,28.2692,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1977,10,1977,197710,6.435483871,56.6,11.6686,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1977,11,1978,197811,-4.066666667,107.8,0.1977,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1977,12,1978,197812,-13.69354839,43.5,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1978,1,1978,19781,-17.22580645,16.5,0.4171,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1978,2,1978,19782,-14.23214286,14.1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1978,3,1978,19783,-4.241935484,21.1,0.1495,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1978,4,1978,19784,3.6,40.2,88.2539,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1978,5,1978,19785,13.25806452,99.7,18.3283,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1978,6,1978,19786,15.63333333,65.9,16.853,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1978,7,1978,19787,17.93548387,215.1,56.9851,N/A,N/A,N/A,N/A,N/A,N/A,0.034521377,0.032483159,0.067004535,0.061241175,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1978,8,1978,19788,17.5,115.1,12.6466,N/A,N/A,N/A,N/A,N/A,N/A,0.02727152,0.023802636,0.051074156,0.048775539,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1978,9,1978,19789,13.68333333,107.8,16.5225,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1978,10,1978,197810,6.209677419,11.5,1.4842,N/A,N/A,N/A,N/A,N/A,N/A,0.001057584,0.00156085,0.002618434,0.004229957,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1978,11,1979,197911,-4.966666667,41.9,12.6493,N/A,N/A,N/A,N/A,N/A,N/A,0.002897178,0.008304922,0.0112021,0.012923641,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1978,12,1979,197912,-15.08064516,36.5,0.5609,N/A,N/A,N/A,N/A,N/A,N/A,0.001125122,0.0125811,0.013706222,0.004934507,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1979,1,1979,19791,-19.32258065,18.8,0,N/A,N/A,N/A,N/A,N/A,N/A,0.000680431,0.00698026,0.007660692,0.003130237,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1979,2,1979,19792,-15.08928571,46.9,0,N/A,N/A,N/A,N/A,N/A,N/A,0.000287997,0.013347453,0.01363545,0.01043361,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1979,3,1979,19793,-4.516129032,89.4,0.161,N/A,N/A,N/A,N/A,N/A,N/A,0.020099856,0.028878178,0.048978034,0.045886561,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1979,4,1979,19794,2.016666667,35.9,126.5875,N/A,N/A,N/A,N/A,N/A,N/A,0.02243893,0.018832754,0.041271683,0.033235703,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1979,5,1979,19795,7.838709677,65.2,19.3671,N/A,N/A,N/A,N/A,N/A,N/A,0.021320951,0.013378996,0.034699947,0.030111495,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1979,6,1979,19796,15.13333333,99.1,12.2607,N/A,N/A,N/A,N/A,N/A,N/A,0.088049897,0.062809165,0.150859061,0.138765672,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1979,7,1979,19797,19.19354839,263,142.5015,N/A,N/A,N/A,N/A,N/A,N/A,0.025767723,0.02308412,0.048851843,0.043215045,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1979,8,1979,19798,15.87096774,39.7,5.0305,N/A,N/A,N/A,N/A,N/A,N/A,0.010968475,0.012409841,0.023378316,0.032914628,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1979,9,1979,19799,12.6,19,0.0738,N/A,N/A,N/A,N/A,N/A,N/A,0.014722656,0.009483726,0.024206382,0.022826997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1979,10,1979,197910,4.387096774,114.7,1.9124,N/A,N/A,N/A,N/A,N/A,N/A,0.037794978,0.032342366,0.070137343,0.047690307,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1979,11,1980,198011,-3.466666667,29.2,6.1743,N/A,N/A,N/A,N/A,N/A,N/A,0.036566475,0.04822755,0.084794024,0.095919574,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1979,12,1980,198012,-7.532258065,11.4,0.4045,N/A,N/A,N/A,N/A,N/A,N/A,0.000989401,0.003417233,0.004406634,0.012670693,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1980,1,1980,19801,-14.82258065,45.4,0.001,N/A,N/A,N/A,N/A,N/A,N/A,0.003601013,0.01125755,0.014858562,0.008515468,-15.03499985,27.57999992,N/A,N/A,N/A,N/A,N/A,N/A,
1980,2,1980,19802,-12.17241379,19,0,N/A,N/A,N/A,N/A,N/A,N/A,0.002045067,0.007755392,0.009800459,0.006693471,-12.60499954,15.86999989,N/A,N/A,N/A,N/A,N/A,N/A,
1980,3,1980,19803,-6.596774194,41.2,0.0039,N/A,N/A,N/A,N/A,N/A,N/A,0.011750501,0.016446334,0.028196835,0.01529507,-7.065000057,24.12000084,N/A,N/A,N/A,N/A,N/A,N/A,
1980,4,1980,19804,6.3,10,42.7923,N/A,N/A,N/A,N/A,N/A,N/A,0.002505164,0.001955555,0.004460719,0.005387801,6.775000095,11.30000019,N/A,N/A,N/A,N/A,N/A,N/A,
1980,5,1980,19805,13.96774194,22.5,2.9375,N/A,N/A,N/A,N/A,N/A,N/A,0.009462178,0.013569179,0.023031356,0.034720451,14.32499981,15.86999989,N/A,N/A,N/A,N/A,N/A,N/A,
1980,6,1980,19806,15.95,100.3,0.6027,N/A,N/A,N/A,N/A,N/A,N/A,0.02047999,0.018873672,0.039353662,0.038035659,16.60000038,88.54000092,N/A,N/A,N/A,N/A,N/A,N/A,
1980,7,1980,19807,19.79032258,52.2,0.0078,N/A,N/A,N/A,N/A,N/A,N/A,0.010494417,0.012817514,0.023311931,0.016449935,19.96999931,54.97999954,N/A,N/A,N/A,N/A,N/A,N/A,
1980,8,1980,19808,17.51612903,195.3,27.25,N/A,N/A,N/A,N/A,N/A,N/A,0.057551473,0.039467244,0.097018717,0.064307809,18.05999947,150.7200012,N/A,N/A,N/A,N/A,N/A,N/A,
1980,9,1980,19809,11.35,81.8,17.911,N/A,N/A,N/A,N/A,N/A,N/A,0.032233504,0.018477644,0.050711148,0.045363583,11.68500042,88.16000366,N/A,N/A,N/A,N/A,N/A,N/A,
1980,10,1980,198010,3.596774194,51.8,9.5914,N/A,N/A,N/A,N/A,N/A,N/A,0.015852903,0.029639835,0.045492738,0.033490091,4.164999962,34.72999954,N/A,N/A,N/A,N/A,N/A,N/A,
1980,11,1981,198111,-2.133333333,28.5,5.1257,N/A,N/A,N/A,N/A,N/A,N/A,0.014942494,0.01241374,0.027356234,0.018585941,-1.639999986,23.76000023,N/A,N/A,N/A,N/A,N/A,N/A,
1980,12,1981,198112,-13.27419355,19,0.5097,N/A,N/A,N/A,N/A,N/A,N/A,0.004706451,0.007870529,0.01257698,0.008703713,-12.99499989,14.76000023,N/A,N/A,N/A,N/A,N/A,N/A,
1981,1,1981,19811,-12.24193548,8.2,0,N/A,N/A,N/A,N/A,N/A,N/A,0.001419937,0.006356803,0.00777674,0.003180175,-12.57999992,5.320000172,N/A,N/A,N/A,N/A,N/A,N/A,
1981,2,1981,19812,-8,23,0.1234,N/A,N/A,N/A,N/A,N/A,N/A,0.00789575,0.008336576,0.016232325,0.013827304,-8.234999657,15.22999954,N/A,N/A,N/A,N/A,N/A,N/A,
1981,3,1981,19813,-0.870967742,35.6,11.3913,N/A,N/A,N/A,N/A,N/A,N/A,0.008423121,0.009117471,0.017540591,0.018147198,-0.689999998,24.19000053,N/A,N/A,N/A,N/A,N/A,N/A,
1981,4,1981,19814,4.8,102,42.1031,N/A,N/A,N/A,N/A,N/A,N/A,0.039225265,0.025793055,0.06501832,0.040051674,5.554999828,79.80000305,N/A,N/A,N/A,N/A,N/A,N/A,
1981,5,1981,19815,11.14516129,30.3,9.999,N/A,N/A,N/A,N/A,N/A,N/A,0.025498424,0.021049591,0.046548014,0.033160047,11.47000027,37.27999878,N/A,N/A,N/A,N/A,N/A,N/A,
1981,6,1981,19816,15.65,149.6,14.3677,N/A,N/A,N/A,N/A,N/A,N/A,0.021642461,0.020770363,0.042412824,0.047173342,15.95499992,150.8899994,N/A,N/A,N/A,N/A,N/A,N/A,
1981,7,1981,19817,19.0483871,70.3,6.8711,N/A,N/A,N/A,N/A,N/A,N/A,0.011968452,0.015562142,0.027530593,0.022587264,19.45499992,74.08000183,N/A,N/A,N/A,N/A,N/A,N/A,
1981,8,1981,19818,17.98387097,156.9,27.4734,N/A,N/A,N/A,N/A,N/A,N/A,0.040111099,0.027537979,0.067649078,0.068049874,18.56999969,102.8300018,N/A,N/A,N/A,N/A,N/A,N/A,
1981,9,1981,19819,11.71666667,72.5,16.096,N/A,N/A,N/A,N/A,N/A,N/A,0.014723091,0.010098476,0.024821568,0.02603241,12.25,67.98000336,N/A,N/A,N/A,N/A,N/A,N/A,
1981,10,1981,198110,4.693548387,121.8,46.452,N/A,N/A,N/A,N/A,N/A,N/A,0.019904881,0.024708293,0.044613174,0.049774542,5.179999828,101.6200027,N/A,N/A,N/A,N/A,N/A,N/A,
1981,11,1982,198211,1.316666667,14.3,15.4739,N/A,N/A,N/A,N/A,N/A,N/A,0.010770099,0.014663108,0.025433207,0.013705019,1.13499999,13.30000019,N/A,N/A,N/A,N/A,N/A,N/A,
1981,12,1982,198212,-10.88709677,28.2,0.4717,N/A,N/A,N/A,N/A,N/A,N/A,0.001798612,0.008582826,0.010381437,0.00600124,-11.39999962,23.13999939,N/A,N/A,N/A,N/A,N/A,N/A,
1982,1,1982,19821,-22.24193548,38.8,0,N/A,N/A,N/A,N/A,N/A,N/A,0.002093551,0.01236143,0.01445498,0.012183248,-21.56500053,26.90999985,N/A,N/A,N/A,N/A,N/A,N/A,
1982,2,1982,19822,-12.08928571,18.8,0,N/A,N/A,N/A,N/A,N/A,N/A,0.002826643,0.003414748,0.006241391,0.004554684,-12.79500008,10.73999977,N/A,N/A,N/A,N/A,N/A,N/A,
1982,3,1982,19823,-5.612903226,61.4,0.1748,N/A,N/A,N/A,N/A,N/A,N/A,0.011649698,0.013966989,0.025616686,0.023956931,-6.159999847,40.54999924,N/A,N/A,N/A,N/A,N/A,N/A,
1982,4,1982,19824,2.4,52.2,203.4477,N/A,N/A,N/A,N/A,N/A,N/A,0.025136459,0.014820252,0.039956711,0.039028997,2.519999981,44.11000061,N/A,N/A,N/A,N/A,N/A,N/A,
1982,5,1982,19825,13.17741935,127.1,48.8694,N/A,N/A,N/A,N/A,N/A,N/A,0.038878846,0.030697947,0.069576793,0.078787084,13.31999969,115.1999969,N/A,N/A,N/A,N/A,N/A,N/A,
1982,6,1982,19826,13.06666667,68.6,2.028,N/A,N/A,N/A,N/A,N/A,N/A,0.020301081,0.014644324,0.034945405,0.029174369,13.65499973,63.20000076,N/A,N/A,N/A,N/A,N/A,N/A,
1982,7,1982,19827,18.75806452,140.2,9.9254,N/A,N/A,N/A,N/A,N/A,N/A,0.031000497,0.023698458,0.054698954,0.031890361,19.57500076,132.8200073,N/A,N/A,N/A,N/A,N/A,N/A,
1982,8,1982,19828,16.06451613,42.4,1.4104,N/A,N/A,N/A,N/A,N/A,N/A,0.012859162,0.013289176,0.026148338,0.021503183,17.05500031,57.38000107,N/A,N/A,N/A,N/A,N/A,N/A,
1982,9,1982,19829,11.23333333,79,0.5823,N/A,N/A,N/A,N/A,N/A,N/A,0.019276909,0.014578502,0.033855411,0.030035036,12.60499954,81.59999847,N/A,N/A,N/A,N/A,N/A,N/A,
1982,10,1982,198210,6.822580645,104.4,35.7153,N/A,N/A,N/A,N/A,N/A,N/A,0.016231858,0.014872843,0.0311047,0.050573882,7.454999924,116.5400009,N/A,N/A,N/A,N/A,N/A,N/A,
1982,11,1983,198311,-4.85,64.5,5.5724,N/A,N/A,N/A,N/A,N/A,N/A,0.009865902,0.01127128,0.021137182,0.017455954,-4.460000038,43.27000046,N/A,N/A,N/A,N/A,N/A,N/A,
1982,12,1983,198312,-7.532258065,10.6,1.7152,N/A,N/A,N/A,N/A,N/A,N/A,0.007722928,0.009185884,0.016908812,0.009377812,-7.574999809,10.93999958,N/A,N/A,N/A,N/A,N/A,N/A,
1983,1,1983,19831,-10.91935484,33.7,0,N/A,N/A,N/A,N/A,N/A,N/A,0.014742674,0.014782487,0.029525161,0.01046587,-11.42500019,26.55999947,N/A,N/A,N/A,N/A,N/A,N/A,
1983,2,1983,19832,-6.357142857,14.2,0,N/A,N/A,N/A,N/A,N/A,N/A,0.010438619,0.010634052,0.021072671,0.013144352,-7.190000057,11.38000011,N/A,N/A,N/A,N/A,N/A,N/A,
1983,3,1983,19833,-1.177419355,35.6,28.8322,N/A,N/A,0.045,0.0475,0.175,N/A,0.006759865,0.00660826,0.013368126,0.013739563,-2,23.84000015,N/A,N/A,0.01680399,0.030242767,0.067215301,N/A,
1983,4,1983,19834,3.766666667,27,10.0476,2.25,N/A,0.065,0.015,0.15,N/A,0.015206777,0.014008503,0.02921528,0.023708629,3.644999981,22.45000076,0.108987221,N/A,0.003111191,0.000714997,0.007285123,N/A,
1983,5,1983,19835,9.322580645,46.7,3.9413,2.5,N/A,0.045,0.15,0.125,N/A,0.012234808,0.011109067,0.023343875,0.028055621,9.510000229,43.81000137,0.09949509,N/A,0.001723797,0.004627407,0.004876056,N/A,
