Year,Month ,Water Year,"Water Year, Month",CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrDOCmgL,StrNH4NmgL,StrNO3NmgL,StrTPmgL,StrSO4SmgL,depNH4Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWADOCmgL,FWANH4NmgL,FWANO3NmgL,FWATPmgL,FWASO4SmgL,
1974,5,1974,19745,N/A,156.666,5.034611613,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,6,1974,19746,N/A,79.862,16.35133935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,7,1974,19747,N/A,239.828,32.96466581,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,8,1974,19748,N/A,314.55,129.7566348,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,9,1974,19749,N/A,104.14,22.7259871,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,10,1975,197510,N/A,9.348,0.009476129,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,11,1975,197511,N/A,78.79,0.534007742,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1974,12,1975,197512,N/A,102.462,12.67014194,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,1,1975,19751,N/A,129.846,57.1131871,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,2,1975,19752,N/A,114.606,57.24418065,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,3,1975,19753,N/A,98.046,32.44013419,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,4,1975,19754,N/A,86.16,25.0415071,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,5,1975,19755,N/A,122.374,9.152825806,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,6,1975,19756,N/A,157.736,17.19248516,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,7,1975,19757,N/A,348.388,143.6530994,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,8,1975,19758,N/A,63.448,20.27891613,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,9,1975,19759,N/A,129.998,0.037904516,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,10,1976,197610,N/A,28.598,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,11,1976,197611,N/A,28.954,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1975,12,1976,197612,N/A,89.762,0.037347097,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,1,1976,19761,N/A,80.514,2.743618065,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,2,1976,19762,N/A,28.498,4.384660645,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,3,1976,19763,N/A,72.49,3.296578065,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,4,1976,19764,N/A,0,0.028428387,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,5,1976,19765,N/A,238.508,33.92064,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,6,1976,19766,N/A,232.41,153.6270039,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,7,1976,19767,N/A,253.544,96.87892645,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,8,1976,19768,N/A,118.468,0.056856774,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,9,1976,19769,N/A,109.422,0.075809032,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
1976,10,1977,197710,N/A,160.73,20.30232774,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.475482094,N/A,0.005726722,0.002711295,N/A,0.446495207,
1976,11,1977,197711,N/A,19,17.59326968,1.7,N/A,0,0.007225,N/A,1.1713275,N/A,N/A,N/A,N/A,N/A,N/A,0.008782713,N/A,0,3.56E-05,N/A,0.018307193,
1976,12,1977,197712,N/A,207.164,79.36146581,1.12,N/A,0.004,0.00532,N/A,0.903762,N/A,N/A,N/A,N/A,N/A,N/A,0.181659444,N/A,0.000561764,0.000691915,N/A,0.448339465,
1977,1,1977,19771,N/A,84.884,56.15777032,1.075,N/A,0.0125,0.0062,N/A,0.800865,N/A,N/A,N/A,N/A,N/A,N/A,0.104201656,N/A,0.000496298,0.000444599,N/A,0.219696805,
1977,2,1977,19772,N/A,38.202,8.044676129,1.15,N/A,0.01,0.0038,N/A,0.9432225,N/A,N/A,N/A,N/A,N/A,N/A,0.146757206,N/A,0.001139828,0.000534299,N/A,0.383108055,
1977,3,1977,19773,N/A,132.688,58.78823226,1.04,N/A,0.009,0.00388,N/A,0.911754,N/A,N/A,N/A,N/A,N/A,N/A,0.097039776,N/A,0.000713118,0.000308825,N/A,0.213316551,
1977,4,1977,19774,N/A,27.936,0.225754839,0,N/A,0.02,0.01205,N/A,0.64935,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,0.000335802,N/A,0.1258,
1977,5,1977,19775,N/A,56.488,0,3.8,N/A,0.1,0.01365,N/A,0.5994,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,0,N/A,0,
1977,6,1977,19776,N/A,186.79,0.113713548,3.96,N/A,0.004,0.01014,N/A,0.55278,N/A,N/A,N/A,N/A,N/A,N/A,0.516666667,N/A,0,0.00315,N/A,0.34965,
1977,7,1977,19777,N/A,29.67,0,2.7,N/A,0.115,0.03275,N/A,0.2331,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,0,N/A,0,
1977,8,1977,19778,N/A,186.994,0.337796129,3.725,N/A,0,0.0255,N/A,0.9657,N/A,N/A,N/A,N/A,N/A,N/A,0.072937294,N/A,0,0.000869637,N/A,0.064456931,
1977,9,1977,19779,N/A,100.684,0.09476129,2.84,N/A,0.0398,0.0184,N/A,0.67932,N/A,N/A,N/A,N/A,N/A,N/A,0.55,N/A,0.0096,0.0026,N/A,0.42957,
1977,10,1978,197810,N/A,101.548,1.011716129,2.25,N/A,0.03725,0.015,N/A,0.677655,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,0,N/A,0,
1977,11,1978,197811,N/A,70.002,1.238028387,2.35,N/A,0.024,0.0525,N/A,0.7967025,N/A,N/A,N/A,N/A,N/A,N/A,0.446015308,N/A,0.003178298,0.007550203,N/A,0.416732783,
1977,12,1978,197812,N/A,156.21,51.91469419,3.5,N/A,0.032,0.0366,N/A,1.276056,N/A,N/A,N/A,N/A,N/A,N/A,0.761590826,N/A,0.011847446,0.018822374,N/A,0.953019119,
1978,1,1978,19781,N/A,160.73,92.51489032,2.7,N/A,0.0275,0.01425,N/A,0.867465,N/A,N/A,N/A,N/A,N/A,N/A,0.668677472,N/A,0.007891607,0.002506073,N/A,0.661630351,
1978,2,1978,19782,N/A,40.742,17.32124903,1.625,N/A,0.0675,0.02175,N/A,0.9199125,N/A,N/A,N/A,N/A,N/A,N/A,0.248361975,N/A,0.008678638,0.002983073,N/A,0.424013999,
1978,3,1978,19783,N/A,89.152,29.4250529,2.16,N/A,0.032,0.0086,N/A,0.957708,N/A,N/A,N/A,N/A,N/A,N/A,0.130734258,N/A,0.002129651,0.000529855,N/A,0.183362904,
1978,4,1978,19784,N/A,65.276,1.947065806,2.875,N/A,0.0725,0.01275,N/A,0.6518475,N/A,N/A,N/A,N/A,N/A,N/A,0.379158317,N/A,0.006719153,0.001442027,N/A,0.252303985,
1978,5,1978,19785,N/A,120.702,28.25614452,1.775,N/A,0.04,0.07925,N/A,0.8283375,N/A,N/A,N/A,N/A,N/A,N/A,0.400751613,N/A,0.00693851,0.00505279,N/A,0.601267299,
1978,6,1978,19786,N/A,104.546,3.047411613,2.5,N/A,0.032,0.0132,N/A,0.7326,N/A,N/A,N/A,N/A,N/A,N/A,0.155441741,N/A,0.002388879,0.000993598,N/A,0.175057984,
1978,7,1978,19787,N/A,86.412,0,2.825,N/A,0.1125,0.01425,N/A,0.52614,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,0,N/A,0,
1978,8,1978,19788,N/A,192.328,0.254183226,3.58,N/A,0.048,0.036,N/A,0.727272,N/A,N/A,N/A,N/A,N/A,N/A,0.598026316,N/A,0.004429825,0.005980263,N/A,0.424837895,
1978,9,1978,19789,N/A,87.884,0.272020645,2.5,N/A,0.0825,0.062,N/A,0.58275,N/A,N/A,N/A,N/A,N/A,N/A,0.423770492,N/A,0.01692623,0.014303279,N/A,0.343918033,
1978,10,1979,197910,N/A,10.514,0,2.425,N/A,0.065,0.02125,N/A,0.4353975,N/A,N/A,N/A,N/A,N/A,N/A,0.071838187,N/A,0.000662574,0.000319459,N/A,0.022961165,
1978,11,1979,197911,N/A,64.47,0,3.46,N/A,0.526,0.0198,N/A,0.633366,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,0,N/A,0,
1978,12,1979,197912,N/A,146.712,12.27939097,3.85,N/A,0.05,0.009,N/A,1.3361625,N/A,N/A,N/A,N/A,N/A,N/A,0.204276181,N/A,0.001361841,0.000136184,N/A,0.265293477,
1979,1,1979,19791,N/A,122.53,48.56571871,2.55,N/A,0.0205,0.00175,N/A,1.1863125,N/A,N/A,N/A,N/A,N/A,N/A,0.343122604,N/A,0.003763951,0.000298361,N/A,0.489980915,
1979,2,1979,19792,N/A,98,72.53753806,2.5,N/A,0.0115,0.00675,N/A,1.17216,N/A,N/A,N/A,N/A,N/A,N/A,0.421137162,N/A,0.001661756,0.001339174,N/A,0.587766303,
1979,3,1979,19793,N/A,141.988,50.98101677,2.54,N/A,0.0216,0.007,N/A,0.921078,N/A,N/A,N/A,N/A,N/A,N/A,0.29426519,N/A,0.002668048,0.000801627,N/A,0.341204283,
1979,4,1979,19794,N/A,78.99,3.624340645,2.375,N/A,0.04,0.00625,N/A,0.6851475,N/A,N/A,N/A,N/A,N/A,N/A,0.410104583,N/A,0.006170409,0.002115503,N/A,0.368748078,
1979,5,1979,19795,N/A,203.56,82.58112,2.52,N/A,0.028,0.0052,N/A,0.715284,N/A,N/A,N/A,N/A,N/A,N/A,0.558664588,N/A,0.002526713,0.000556541,N/A,0.377319688,
1979,6,1979,19796,N/A,43.332,0.524531613,3.375,N/A,0.0625,0.01125,N/A,0.700965,N/A,N/A,N/A,N/A,N/A,N/A,0.093942614,N/A,0.004697131,0.000252922,N/A,0.11622797,
1979,7,1979,19797,N/A,116.688,0,4.25,N/A,0.2375,0.00625,N/A,0.624375,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,0,N/A,0,
1979,8,1979,19798,N/A,64.718,0,4.9,N/A,0.388,0.0046,N/A,0.86913,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,0,N/A,0,
1979,9,1979,19799,N/A,328.984,114.1734194,3.375,N/A,0.0625,0.0125,N/A,0.4953375,N/A,N/A,N/A,N/A,N/A,N/A,0.256589772,N/A,0.003973197,0.000700173,N/A,0.139992176,
1979,10,1980,198010,N/A,116.838,34.77906581,2.825,N/A,0.0375,0.01325,N/A,0.2872125,N/A,N/A,N/A,N/A,17.17059729,59.41397241,0,N/A,0,0,N/A,0,
1979,11,1980,198011,N/A,88.546,7.254255484,2.65,N/A,0.065,0.01525,N/A,0.5036625,N/A,N/A,N/A,N/A,12.22087214,52.6434936,0.215152912,N/A,0.001536807,0.000998924,N/A,0.276348548,
1979,12,1980,198012,N/A,85.49,39.10909935,1.75,N/A,0.03,0.013,N/A,0.6451875,N/A,N/A,N/A,N/A,8.280764658,57.22664308,0.15295107,N/A,0.002404612,0.001161999,N/A,0.169731468,
1980,1,1980,19801,N/A,121.514,50.14098581,1.74,N/A,0.016,0.0106,N/A,0.55278,N/A,N/A,N/A,N/A,8.790736009,106.4639027,0.244573773,N/A,0.002468316,0.001584356,N/A,0.24768763,
1980,2,1980,19802,N/A,39.92,29.55214452,1.45,N/A,0.025,0.00525,N/A,0.5328,N/A,N/A,N/A,N/A,6.740101788,43.38999955,0.175988381,N/A,0.003296741,0.000768428,N/A,0.198424434,
1980,3,1980,19803,N/A,233.53,176.0804129,1.6,N/A,0.0275,0.00475,N/A,0.4953375,N/A,N/A,N/A,N/A,11.68005785,227.1230866,0.647908258,N/A,0.014686326,0.001079323,N/A,0.64425625,
1980,4,1980,19804,N/A,164.086,97.29977806,1.65,N/A,0.04,0.01125,N/A,0.1373625,N/A,N/A,N/A,N/A,17.65455263,61.7978091,0.178065241,N/A,0.003470273,0.001080497,N/A,0.047206605,
1980,5,1980,19805,N/A,112.01,3.703494194,2.14,N/A,0.03,0.004,N/A,0.4662,N/A,N/A,N/A,N/A,21.64484771,93.10609859,0.236077664,N/A,0.002578266,0.000346328,N/A,0.23315012,
1980,6,1980,19806,N/A,140.31,14.22812903,2.775,N/A,0.0575,0.017,N/A,0.64935,N/A,N/A,N/A,N/A,25.05425027,65.70643642,0.720771792,N/A,0.018802742,0.007207718,N/A,1.064423248,
1980,7,1980,19807,N/A,104.14,0.431442581,2.68,N/A,0.084,0.0174,N/A,0.48951,N/A,N/A,N/A,N/A,27.72879825,108.7747973,0.217054264,N/A,0.007596899,0.00151938,N/A,0.200574419,
1980,8,1980,19808,N/A,51.462,0,3.925,N/A,0.2325,0.01725,N/A,0.5203125,N/A,N/A,N/A,N/A,27.26412,53.44547912,0,N/A,0,0,N/A,0,
1980,9,1980,19809,N/A,118.57,0,4.075,N/A,0.2475,0.0125,N/A,1.1613375,N/A,N/A,N/A,N/A,25.80961257,131.781643,0,N/A,0,0,N/A,0,
1980,10,1981,198110,N/A,82.144,0,3.04,N/A,0.182,0.0304,N/A,0.95238,N/A,N/A,N/A,N/A,17.05015198,65.29136741,0,N/A,0,0,N/A,0,
1980,11,1981,198111,N/A,78.638,0,3.075,N/A,0.0825,0.0145,N/A,0.990675,N/A,N/A,N/A,N/A,12.71049525,24.1732875,0,N/A,0,0,N/A,0,
1980,12,1981,198112,N/A,75.086,0.196769032,2.94,N/A,0.036,0.0122,N/A,1.12554,N/A,N/A,N/A,N/A,7.831163903,158.3187716,0.801133144,N/A,0.00572238,0.006294618,N/A,1.0289983,
1981,1,1981,19811,N/A,26.16,4.224123871,2.675,N/A,0.035,0.01175,N/A,0.890775,N/A,N/A,N/A,N/A,4.745124405,24.05027484,0.04070995,N/A,0.000534442,0.000191211,N/A,0.042244596,
1981,2,1981,19812,N/A,58.828,6.24644129,3.8,N/A,0.05,0.0145,N/A,1.4277375,N/A,N/A,N/A,N/A,9.46516054,62.614177,0.642941281,N/A,0.006657148,0.002737016,N/A,0.902679319,
1981,3,1981,19813,N/A,80.366,7.327834839,2.625,N/A,0.025,0.0195,N/A,1.2445875,N/A,N/A,N/A,N/A,11.45966096,84.72944939,0.377354328,N/A,0.007606877,0.004636848,N/A,0.568098608,
1981,4,1981,19814,N/A,64.06,6.411994839,3.06,N/A,0.02,0.0202,N/A,0.87579,N/A,N/A,N/A,N/A,19.25416771,45.0038367,0.865869773,N/A,0.007217248,0.003940016,N/A,1.041463796,
1981,5,1981,19815,N/A,111.456,1.442043871,3.05,N/A,0.0675,0.0135,N/A,0.58275,N/A,N/A,N/A,N/A,20.80957897,101.9332184,0.574410514,N/A,0.00746811,0.003248164,N/A,0.445205682,
1981,6,1981,19816,N/A,155.7,5.394704516,3.725,N/A,0.05,0.02725,N/A,0.7367625,N/A,N/A,N/A,N/A,27.50882624,107.8432896,0.373589585,N/A,0.003257905,0.001891816,N/A,0.393845273,
1981,7,1981,19817,N/A,159.056,20.49352258,3.46,N/A,0.078,0.0198,N/A,0.580752,N/A,N/A,N/A,N/A,27.42966051,201.7829507,0.064754522,N/A,0.000904937,0.000353189,N/A,0.048631586,
1981,8,1981,19818,N/A,244.246,79.84586323,2.55,N/A,0.025,0.0165,N/A,0.5569425,N/A,N/A,N/A,N/A,25.23973477,217.9765123,0.667306377,N/A,0.008946119,0.006741542,N/A,0.481759559,
1981,9,1981,19819,N/A,57.196,4.663927742,2.75,N/A,0.035,0.025,N/A,0.5069925,N/A,N/A,N/A,N/A,22.65970813,22.94568527,0.660702761,N/A,0.005644795,0.005592447,N/A,0.587724105,
1981,10,1982,198210,N/A,58.622,0,2.9,N/A,0.06,0.011,N/A,0.41292,N/A,N/A,N/A,N/A,17.7655563,91.48568731,N/A,N/A,N/A,N/A,N/A,N/A,
1981,11,1982,198211,N/A,23.476,N/A,3.8,N/A,0.03,0.006,N/A,0.3663,N/A,N/A,N/A,N/A,14.73123454,31.90397251,N/A,N/A,N/A,N/A,N/A,N/A,
1981,12,1982,198212,N/A,136.198,N/A,3.675,N/A,0.04,0.01575,N/A,0.6327,N/A,N/A,N/A,N/A,12.88075008,112.2425323,N/A,N/A,N/A,N/A,N/A,N/A,
1982,1,1982,19821,N/A,148.486,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.901199942,112.530134,N/A,N/A,N/A,N/A,N/A,N/A,
1982,2,1982,19822,N/A,133.352,N/A,1.866666667,N/A,0.02,0.005,N/A,0.71595,N/A,N/A,N/A,N/A,11.17103089,119.6303389,N/A,N/A,N/A,N/A,N/A,N/A,
1982,3,1982,19823,N/A,32.564,N/A,1.55,N/A,0.055,0.0055,N/A,0.641025,N/A,N/A,N/A,N/A,14.6446408,38.53164527,N/A,N/A,N/A,N/A,N/A,N/A,
1982,4,1982,19824,N/A,167.032,N/A,3.1,N/A,0.02,0.012,N/A,0.6993,N/A,N/A,N/A,N/A,16.47494209,131.9128776,N/A,N/A,N/A,N/A,N/A,N/A,
1982,5,1982,19825,N/A,94.892,N/A,2.15,N/A,0.055,0.0185,N/A,0.424575,N/A,N/A,N/A,N/A,22.28455192,46.94034349,N/A,N/A,N/A,N/A,N/A,N/A,
1982,6,1982,19826,N/A,294.178,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.45963951,233.452873,N/A,N/A,N/A,N/A,N/A,N/A,
1982,7,1982,19827,N/A,243.388,N/A,3.133333333,N/A,0,0.008333333,N/A,0.4662,N/A,N/A,N/A,N/A,26.86456484,151.2569922,N/A,N/A,N/A,N/A,N/A,N/A,
1982,8,1982,19828,N/A,143.914,N/A,3.45,N/A,0,0.008,N/A,0.51615,N/A,N/A,N/A,N/A,26.13500977,94.69000051,N/A,N/A,N/A,N/A,N/A,N/A,
1982,9,1982,19829,N/A,136.6,N/A,2.4,N/A,0,0.014,N/A,0.7326,N/A,N/A,N/A,N/A,22.915394,123.459656,N/A,N/A,N/A,N/A,N/A,N/A,
1982,10,1983,198310,N/A,88.948,N/A,2.6,N/A,0.01,0.01425,N/A,0.4370625,N/A,N/A,N/A,N/A,19.19581067,47.12294628,N/A,N/A,N/A,N/A,N/A,N/A,
1982,11,1983,198311,N/A,50.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.90613261,93.12759912,N/A,N/A,N/A,N/A,N/A,N/A,
1982,12,1983,198312,N/A,97.538,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.941154539,129.9878048,N/A,N/A,N/A,N/A,N/A,N/A,
1983,1,1983,19831,N/A,130.662,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.600912248,127.0413683,N/A,N/A,N/A,N/A,N/A,N/A,
1983,2,1983,19832,N/A,206.706,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.42006684,146.3591126,N/A,N/A,N/A,N/A,N/A,N/A,
1983,3,1983,19833,N/A,260.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.78529164,256.4785639,N/A,N/A,N/A,N/A,N/A,N/A,
1983,4,1983,19834,N/A,174.096,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.03468755,92.81465703,N/A,N/A,N/A,N/A,N/A,N/A,
1983,5,1983,19835,N/A,17.426,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.10919643,32.08780988,N/A,N/A,N/A,N/A,N/A,N/A,
1983,6,1983,19836,N/A,84.788,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.11407302,73.06233064,N/A,N/A,N/A,N/A,N/A,N/A,
1983,7,1983,19837,N/A,162.714,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.55955154,134.6367856,N/A,N/A,N/A,N/A,N/A,N/A,
1983,8,1983,19838,N/A,116.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.47422363,62.19568616,N/A,N/A,N/A,N/A,N/A,N/A,
1983,9,1983,19839,N/A,93.066,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.40529933,128.5873997,N/A,N/A,N/A,N/A,N/A,N/A,
1983,10,1984,198410,N/A,42.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.02537913,42.67362898,N/A,N/A,N/A,N/A,N/A,N/A,
1983,11,1984,198411,N/A,83.564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.57083125,27.54993215,N/A,N/A,N/A,N/A,N/A,N/A,
1983,12,1984,198412,N/A,150.672,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.9749223,22.89267085,N/A,N/A,N/A,N/A,N/A,N/A,
1984,1,1984,19841,N/A,91.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.810401058,101.5096577,N/A,N/A,N/A,N/A,N/A,N/A,
1984,2,1984,19842,N/A,119.586,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.54050817,109.0647932,N/A,N/A,N/A,N/A,N/A,N/A,
1984,3,1984,19843,N/A,175.972,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.03431764,154.1239105,N/A,N/A,N/A,N/A,N/A,N/A,
1984,4,1984,19844,N/A,126.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.65507877,117.1950025,N/A,N/A,N/A,N/A,N/A,N/A,
1984,5,1984,19845,N/A,141.678,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.27461264,146.2858859,N/A,N/A,N/A,N/A,N/A,N/A,
1984,6,1984,19846,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.31421627,70.34308389,N/A,N/A,N/A,N/A,N/A,N/A,
1984,7,1984,19847,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.95953745,181.190962,N/A,N/A,N/A,N/A,N/A,N/A,
1984,8,1984,19848,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.45498274,89.04582277,N/A,N/A,N/A,N/A,N/A,N/A,
1984,9,1984,19849,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.12994779,124.7805515,N/A,N/A,N/A,N/A,N/A,N/A,
1984,10,1985,198510,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.000739599,0.004568872,0.005308471,0.012645819,21.39113226,91.93184683,N/A,N/A,N/A,N/A,N/A,N/A,
1984,11,1985,198511,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.55073628,175.0064421,N/A,N/A,N/A,N/A,N/A,N/A,
1984,12,1985,198512,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.004330983,0.005541517,0.0098725,0.015374129,8.211634675,48.11116373,N/A,N/A,N/A,N/A,N/A,N/A,
1985,1,1985,19851,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.001113032,0.001870954,0.002983987,0.019517471,5.476171494,57.07760401,N/A,N/A,N/A,N/A,N/A,N/A,
1985,2,1985,19852,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.008627009,0.013532707,0.022159716,0.035618378,9.565005655,97.15356289,N/A,N/A,N/A,N/A,N/A,N/A,
1985,3,1985,19853,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.004461261,0.007713001,0.012174263,0.018159184,14.4243255,35.02178247,N/A,N/A,N/A,N/A,N/A,N/A,
1985,4,1985,19854,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00179476,0.004277669,0.006072429,0.010044695,18.33966728,18.33438353,N/A,N/A,N/A,N/A,N/A,N/A,
1985,5,1985,19855,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.003305367,0.007710476,0.011015843,0.019799403,21.96966644,71.48020329,N/A,N/A,N/A,N/A,N/A,N/A,
1985,6,1985,19856,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.026873729,0.035901903,0.062775632,0.108422223,25.87500274,130.2528144,N/A,N/A,N/A,N/A,N/A,N/A,
