Year,Month ,Water Year,CSMeanTempC,CSPrecipitationmm,Runoffmm,StrCamgL,StrTOCTCICmgL,StrNH4NmgL,StrNO3NO2NmgL,StrTPmgL,StrSO4SmgL,depNH4Nkgha,depNO3Nkgha,depTotNkgha,depSO4Skgha,NAMGridTempC,NAMGridPrecipitationmm,FWACamgL,FWATOCTCICmgL,FWANH4NmgL,FWANO3NO2NmgL,FWATPmgL,FWASO4SmgL
1993,10,1993,3.016129032,27.8,0.8887,2.8,60.5,0.14,N/A,0.07,N/A,0.008041293,0.005698586,0.01373988,0.008287711,4.335000038,23.85000038,13.04881287,281.9475639,0.652440644,N/A,0.326220322,N/A
1993,11,1994,-5.766666667,63.6,4.2308,2.9,79.1,0.24,N/A,0.2,N/A,0.004795086,0.012187695,0.016982782,0.005314055,-5.21999979,36.68000031,2.741855524,74.78647309,0.226912181,N/A,0.189093484,N/A
1993,12,1994,-10.75806452,33.2,0.1844,N/A,N/A,N/A,N/A,N/A,N/A,0.005991987,0.01171414,0.017706127,0.008136726,-10.19499969,24.11000061,N/A,N/A,N/A,N/A,N/A,N/A
1994,1,1994,-21.41935484,24.5,0,N/A,N/A,N/A,N/A,N/A,N/A,0.000359433,0.002579428,0.002938862,0.001429704,-20.63999939,19.20000076,N/A,N/A,N/A,N/A,N/A,N/A
1994,2,1994,-14.76785714,18.2,0,N/A,N/A,N/A,N/A,N/A,N/A,0.000686728,0.004385279,0.005072007,0.000839356,-14.94999981,12.86999989,N/A,N/A,N/A,N/A,N/A,N/A
1994,3,1994,-1.935483871,30.5,0.6216,N/A,N/A,N/A,N/A,N/A,N/A,0.011413484,0.009120828,0.020534312,0.008014348,-1.75999999,19.21999931,N/A,N/A,N/A,N/A,N/A,N/A
1994,4,1994,3.6,72.1,56.3295,N/A,N/A,N/A,N/A,N/A,N/A,0.014652027,0.010727197,0.025379225,0.012555544,4.275000095,64.93000031,N/A,N/A,N/A,N/A,N/A,N/A
1994,5,1994,12.25806452,66.1,26.0089,0.7,42.2,0.01,N/A,0.04,N/A,0.031219954,0.026461298,0.057681252,0.02680194,12.76000023,46.27999878,1.092471423,65.86042009,0.015606735,N/A,0.062426938,N/A
1994,6,1994,17.18333333,221.1,62.3684,1.8,59.7,0.02,N/A,0.05,N/A,0.078905968,0.049960975,0.128866943,0.05859189,17.53000069,180.6799927,0.146497265,4.858825944,1.63E-03,N/A,0.004069368,N/A
1994,7,1994,18.01612903,96.2,16.9396,2.1,70.1,0.01,N/A,0.0175,N/A,0.020122653,0.023922867,0.04404552,0.027807852,18.26000023,101.4400024,0.513433611,17.13890293,2.44E-03,N/A,0.004278613,N/A
1994,8,1994,16.38709677,110.8,8.3165,2.4,68.6,0.07,N/A,0.06,N/A,0.043579939,0.023954119,0.067534058,0.025598253,16.94000053,65.25,0.079620032,2.275805928,2.32E-03,N/A,1.99E-03,N/A
1994,9,1994,14.13333333,77.3,19.7741,2.1,68.8,0.03,N/A,0.0175,N/A,0.038014132,0.025602064,0.063616196,0.033235663,14.25,75.66999817,0.58176099,18.95018231,0.006487274,N/A,0.004848008,N/A
1994,10,1994,8.096774194,66.5,12.4387,2.05,64,0.155,N/A,0.03875,N/A,N/A,N/A,N/A,N/A,8.494999886,68.80000305,0.517235724,18.48636714,0.008988198,N/A,0.005715911,N/A
1994,11,1995,N/A,50,N/A,1.8,55.8,0.1,N/A,0.0175,N/A,0.0173171,0.011132993,0.028450092,0.014315318,0.050000001,37.81000137,4.093268413,126.8913208,0.227403801,N/A,0.039795665,N/A
1994,12,1995,N/A,16.7,N/A,1.95,58,0.14,N/A,5.00E-02,N/A,0.002749911,0.007456396,0.010206307,0.002932593,-6.78000021,11.18999958,0.4085141,13.48096529,4.99E-02,N/A,1.13E-02,N/A
1995,1,1995,N/A,28.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.004060364,0.008221355,0.012281719,0.006144112,-12.15999985,21.80999947,N/A,N/A,N/A,N/A,N/A,N/A
1995,2,1995,N/A,23.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.002273423,0.006255682,0.008529104,0.002346515,-12.81000042,16.36000061,N/A,N/A,N/A,N/A,N/A,N/A
1995,3,1995,N/A,24.2,N/A,0.9,19.9,0.01,0.01,0.0175,0.8658,0.006859053,0.009560131,0.016419184,0.006875852,-2.484999895,24.30999947,2.19086908,48.44254966,0.02434299,0.02434299,0.042600232,2.107616055
1995,4,1995,N/A,41.4,N/A,2.4,36.75,0.01,0.22,0.04375,1.41525,0.00559581,0.005305799,0.010901609,0.006471619,1.534999967,31.51000023,2.065544489,32.06044322,0.008763737,0.209790803,0.035863848,1.320431549
1995,5,1995,N/A,65.6,N/A,2.75,44.75,0.02,0.03,0.045,0.4995,0.015772258,0.016840789,0.032613047,0.01780041,11.39999962,57.02000046,2.516434879,68.09725908,0.052971902,0.088205012,0.088571723,1.410357367
1995,6,1995,N/A,54.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.012464515,0.012721568,0.025186082,0.019946805,19.92000008,32.79000092,N/A,N/A,N/A,N/A,N/A,N/A
1995,7,1995,N/A,192.7,N/A,1.8,62.8,0.03,0.01,0.01875,0.21645,0.043689594,0.02888445,0.072574043,0.036785681,18.78499985,176.7200012,1.245586681,44.91527329,0.010433908,0.007232831,0.012857522,0.222199
1995,8,1995,N/A,91.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.032809941,0.025202937,0.058012878,0.034887808,19.60499954,126,N/A,N/A,N/A,N/A,N/A,N/A
1995,9,1995,N/A,164,N/A,2.7,72.4,0.035,0.035,0.025,0.1998,0.042226329,0.029445177,0.071671506,0.039703229,12.42000008,67.5,7.351762707,179.9555462,0.031212271,0.075581133,0.050817319,0.790277625
1995,10,1995,N/A,100.9,N/A,2.15,57.55,0.145,0.025,0.04,0.2331,0.013891044,0.012014481,0.025905525,0.012965283,5.885000229,128.25,2.140600417,68.41018646,0.071014125,0.026658219,0.027452506,0.476342901
1995,11,1996,N/A,N/A,N/A,2.05,56.1,0.525,0.085,0.165,0.1998,0.004953038,0.007205036,0.012158074,0.006166897,-7.724999905,32.93999863,5.733611406,156.0827802,0.140305212,0.241133415,0.091070247,0.785144645
1995,12,1996,N/A,N/A,N/A,2.2,55.4,0.2,0.095,0.49,0.0999,0.002925038,0.012741257,0.015666296,0.003923608,-13.00500011,35.36999893,1.548266219,37.54155481,0.165749441,0.062502796,0.296996644,0.076787416
1996,1,1996,N/A,N/A,N/A,2.2,65.5,0.88,0.14,0.58,0.0666,0.003597557,0.010389395,0.013986952,0.003787425,-19.38999939,39.06999969,N/A,N/A,N/A,N/A,N/A,N/A
1996,2,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.006383613,0.009524154,0.015907767,0.01296993,-12.64000034,30.29000092,N/A,N/A,N/A,N/A,N/A,N/A
1996,3,1996,N/A,N/A,N/A,5,43.3,0.06,0.13,0.11,0.5994,0.007007905,0.011411581,0.018419485,0.006251615,-8.364999771,13.82999992,8.958560523,77.58113413,0.107502726,0.232922574,0.197088332,1.073952236
1996,4,1996,N/A,N/A,N/A,2.2,36.8,0.04,0.02,0.05,0.9324,0.016219162,0.010981239,0.027200401,0.00840327,1.210000038,37.74000168,2.251241796,37.65713549,0.040931669,0.020465835,0.051164586,0.954117205
1996,5,1996,N/A,N/A,N/A,1.733333333,31.53333333,0.13,0.093333333,0.116666667,0.2442,0.022157067,0.02044858,0.042605646,0.021421691,10.18999958,42.97000122,1.195019751,22.31976976,0.066954478,0.017667113,0.074675147,0.497327929
1996,6,1996,N/A,N/A,N/A,1.4,43,0.23,0.13,0.05,0.2997,0.019167868,0.034015246,0.053183114,0.027962827,17.27499962,100.5199966,7.852186584,241.1743022,1.290002082,0.729131611,0.280435235,1.680928799
1996,7,1996,N/A,N/A,N/A,2.25,66.95,0.015,0.185,0.03,0.061605,0.014443635,0.014695218,0.029138853,0.01569901,18.125,132.9199982,0.377354245,10.45522744,0.002850154,0.009231325,0.004446087,0.01393308
1996,8,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.01754464,0.012710787,0.030255427,0.021891371,19.23999977,52.04000092,N/A,N/A,N/A,N/A,N/A,N/A
1996,9,1996,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.018011702,0.017361712,0.035373414,0.032659017,13.53499985,92.01999664,N/A,N/A,N/A,N/A,N/A,N/A
1996,10,1996,N/A,N/A,N/A,3.15,75.3,0.17,0.035,0.045,0.666,0.00896196,0.011219458,0.020181418,0.015317518,6.135000229,105.1100006,0.575273872,16.52727582,0.027662659,0.009163823,0.00919016,0.107484049
1996,11,1997,N/A,N/A,N/A,2,56.3,0.16,0.04,0.03,0.3663,0.011657517,0.018284975,0.029942492,0.014533113,-7.159999847,73.80999756,2.310466876,65.03964255,0.18483735,0.046209338,0.034657003,0.423162008
1996,12,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.001912258,0.010036687,0.011948945,0.005779049,-13.23999977,30.60000038,N/A,N/A,N/A,N/A,N/A,N/A
1997,1,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.002820633,0.009352439,0.012173072,0.004304849,-15.67000008,41.52000046,N/A,N/A,N/A,N/A,N/A,N/A
1997,2,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.003403142,0.013270528,0.01667367,0.003756284,-10.13000011,5.510000229,N/A,N/A,N/A,N/A,N/A,N/A
1997,3,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.005936406,0.006702424,0.012638831,0.008065293,-4.505000114,31.94000053,N/A,N/A,N/A,N/A,N/A,N/A
1997,4,1997,N/A,N/A,N/A,0.7,27,0.1,0.01,0.02,0.3663,0.006622987,0.006444988,0.013067975,0.006568023,3.269999981,20.70999908,0.918528272,35.42894762,0.131218325,0.013121832,0.026243665,0.480652723
1997,5,1997,N/A,N/A,N/A,1.45,46.75,0.25,0.01,0.07,0.044955,0.021197646,0.013452099,0.034649745,0.015177282,8.68999958,49.33000183,1.435365057,45.57738868,0.25758451,0.009831232,0.074720479,0.048454492
1997,6,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.028803379,0.039465418,0.068268798,0.03406422,18.40999985,130.1699982,N/A,N/A,N/A,N/A,N/A,N/A
1997,7,1997,N/A,N/A,N/A,2.1,63.23333333,0.09,0.01,0.043333333,0.0666,0.013002718,0.019772975,0.032775692,0.017447535,19.02499962,114.9300003,2.39525599,66.3416618,0.088536265,0.010935395,0.044092615,0.072829734
1997,8,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.005256845,0.007140924,0.012397769,0.009108829,16.95999908,53.75999832,N/A,N/A,N/A,N/A,N/A,N/A
1997,9,1997,N/A,N/A,N/A,3,75.7,0.12,1.00E-02,5.00E-02,0.3663,0.031307642,0.020191161,0.051498803,0.032404923,14.47500038,68.90000153,1.15E-02,0.289111124,4.58E-04,3.82E-05,1.91E-04,1.40E-03
1997,10,1997,N/A,N/A,N/A,2.8,79.9,0.055,0.02,0.03,0.1665,0.006894461,0.007279993,0.014174454,0.010305689,6.815000057,60.47999954,0.805249833,22.9521369,0.019753745,0.004303936,0.01088994,0.050595607
1997,11,1998,N/A,N/A,N/A,2.75,70.4,0.215,0.035,0.055,0.1332,0.005348019,0.008530737,0.013878756,0.0053353,-4.394999981,27.12000084,2.189298427,52.39646053,0.112945344,0.029115798,0.03689997,0.143564086
1997,12,1998,N/A,N/A,N/A,2.2,59,0.35,3.00E-02,5.00E-02,2.00E-01,0.003313427,0.002675526,0.005988953,0.002910859,-5.320000172,5.119999886,2.435714286,65.32142857,0.3875,3.32E-02,5.54E-02,0.221207143
1998,1,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.000958334,0.007941493,0.008899827,0.002077362,-10.33500004,17.65999985,N/A,N/A,N/A,N/A,N/A,N/A
1998,2,1998,N/A,N/A,N/A,0.7,17.8,0.1,0.05,0.01,0.02331,0.011120339,0.015452741,0.02657308,0.013010032,-1.835000038,20.39999962,0.757241517,19.25557001,0.10817736,0.05408868,0.010817736,0.025216143
1998,3,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00439026,0.006306047,0.010696307,0.00656609,-2.789999962,30.60000038,N/A,N/A,N/A,N/A,N/A,N/A
1998,4,1998,N/A,N/A,N/A,1.7,37.35,0.095,0.01,0.02,0.64935,0.007938363,0.007390526,0.015328889,0.016453321,7.275000095,26.95000076,3.217904103,66.46612967,0.155618733,0.01864739,0.032510008,1.25070153
1998,5,1998,N/A,N/A,N/A,1.5,61,0.15,0.01,0.01,0.2331,0.096465144,0.043559201,0.140024344,0.060212765,14.80500031,89.80999756,2.948540803,119.907326,0.29485408,0.019656939,0.019656939,0.458203241
1998,6,1998,N/A,N/A,N/A,2.1,58.25,0.12,0.015,0.01,0.044955,0.023903685,0.015669966,0.039573652,0.018322334,15.89500046,142.8200073,0.374877123,11.36252458,0.018882093,0.003693477,0.001869778,0.012253244
1998,7,1998,N/A,N/A,N/A,1.8,66.5,0.06,0.015,0.02,0.094905,0.022013029,0.018528274,0.040541304,0.026623471,19.37999916,68.55999756,4.328197627,161.4809285,0.121729372,0.047340255,0.070634967,0.389607145
1998,8,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.022702902,0.015255232,0.037958134,0.020652415,19.73999977,49.58000183,N/A,N/A,N/A,N/A,N/A,N/A
1998,9,1998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.007785489,0.006699483,0.014484972,0.008025201,15.42500019,61.74000168,N/A,N/A,N/A,N/A,N/A,N/A
1998,10,1998,N/A,N/A,N/A,2.6,78.2,0.04,0.03,0.05,0.4995,0.028298682,0.023651831,0.051950512,0.042836529,7.900000095,105.1100006,0.577500888,17.36944979,0.008884629,0.006663472,0.011105786,0.110946805
1998,11,1999,N/A,N/A,N/A,2.4,73.6,0.48,0.03,0.03,0.2997,0.00235861,0.009526069,0.01188468,0.005101796,-1.049999952,46.24000168,4.203798169,128.9164772,0.840759634,0.052547477,0.052547477,0.524949296
1998,12,1999,N/A,N/A,N/A,2.1,58.35,0.515,0.025,0.065,0.3663,0.008670508,0.007982054,0.016652562,0.007403646,-8.720000267,25.23999977,0.760001271,22.0584135,0.042979287,0.011264312,0.019261008,0.15073587
1999,1,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.000922033,0.007018418,0.007940451,0.00277044,-14.26500034,15.61999989,N/A,N/A,N/A,N/A,N/A,N/A
1999,2,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.008497119,0.010673197,0.019170316,0.005609306,-6.135000229,14.31999969,N/A,N/A,N/A,N/A,N/A,N/A
1999,3,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.014498004,0.013411436,0.027909441,0.010486951,-1.534999967,27.84000015,N/A,N/A,N/A,N/A,N/A,N/A
1999,4,1999,N/A,N/A,N/A,1.3,32.25,0.15,0.015,0.045,0.54945,0.023458109,0.013333359,0.036791468,0.016438929,6.340000153,46.08000183,1.610763049,37.37023608,0.213158625,0.01540057,0.04620171,0.958081359
1999,5,1999,N/A,N/A,N/A,1.35,47.8,0.14,0.02,0.04,0.24975,0.052088333,0.04968517,0.101773502,0.068313175,13.06000042,133.7200012,0.557093101,18.93308879,0.061711877,0.006668964,0.016806188,0.103489976
1999,6,1999,N/A,N/A,N/A,2.05,60.7,0.13,0.69,0.085,4.50E-02,0.035429752,0.026151447,0.061581198,0.032854154,17.07999992,99.23999786,0.044035993,1.337855399,2.31E-03,0.028308852,2.31E-03,4.89E-04
1999,7,1999,N/A,N/A,N/A,1.8,58.35,0.11,0.03,0.045,0.14985,0.077168062,0.04546761,0.122635671,0.05195907,20.71500015,220.6699982,3.110039476,103.4536332,0.124575767,0.062173286,0.062242044,0.482704826
1999,8,1999,N/A,N/A,N/A,1.9,60.1,0.11,0.04,0.05,0.0666,0.020645684,0.017667746,0.038313429,0.021172466,17.97999954,118.8099976,2.865875617,90.65217083,0.165919115,0.060334224,0.075417779,0.100456482
1999,9,1999,N/A,N/A,N/A,2,59.7,0.07,0.03,0.04,0.0666,0.023761837,0.020519039,0.044280877,0.024462833,12.58500004,118.75,1.246993242,37.22274827,0.043644763,0.018704899,0.024939865,0.041524875
1999,10,1999,N/A,N/A,N/A,2.55,55.4,0.07,0.03,0.045,0.074925,0.013498983,0.009295696,0.022794679,0.015654101,5.650000095,38.15000153,1.259466829,21.88903928,0.039263766,0.010197092,0.02600602,0.055188547
1999,11,2000,N/A,N/A,N/A,2.7,50.5,0.09,0.05,0.1,0.1332,0.000420558,0.000416835,0.000837393,0.000172703,1.980000019,2.980000019,5.030704815,94.09281228,0.167690161,0.0931612,0.186322401,0.248181438
1999,12,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.004466192,0.00405274,0.008518932,0.002580805,-7.135000229,6.829999924,N/A,N/A,N/A,N/A,N/A,N/A
2000,1,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.002059044,0.005408626,0.00746767,0.001676232,-13.44999981,12.03999996,N/A,N/A,N/A,N/A,N/A,N/A
2000,2,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.003625697,0.004400581,0.008026278,0.005354521,-6.039999962,16.13999939,N/A,N/A,N/A,N/A,N/A,N/A
2000,3,2000,N/A,N/A,N/A,2,39,0.19,0.01,0.12,0.999,0.020022937,0.014801152,0.034824089,0.018930937,1.054999948,31.79999924,3.478825468,67.83709662,0.330488419,0.017394127,0.208729528,1.737673321
2000,4,2000,N/A,N/A,N/A,1.7,44.9,0.255,0.01,0.07,0.78255,0.014223549,0.009300178,0.023523727,0.010774916,4.574999809,41,1.019366065,27.24765139,0.161615874,0.006035687,0.043589958,0.466744326
2000,5,2000,N/A,N/A,N/A,2,62.25,0.125,0.01,0.06,0.38295,0.021074729,0.0181884,0.039263129,0.01447012,12.78499985,72.06999969,0.293297195,9.462889002,0.033449594,0.001607123,0.011049114,0.091985753
2000,6,2000,N/A,N/A,N/A,1.95,70.85,0.335,0.015,0.035,0.178155,0.035698337,0.025484629,0.061182966,0.026440182,14.94499969,114.8300018,0.760352588,27.09051013,0.106387847,0.005202551,0.01283946,0.084290469
2000,7,2000,N/A,N/A,N/A,2.6,78.15,0.115,0.025,0.04,0.044955,0.021308916,0.017978514,0.03928743,0.020839686,19.60000038,71.43000031,5.862011581,175.8603474,0.293100579,0.053291014,0.133227536,0.177459078
2000,8,2000,N/A,N/A,N/A,2.4,77.5,0.06,0.015,0.02,0.41625,0.04302272,0.027013236,0.070035956,0.032663133,18.64500046,120.8300018,4.385489236,144.9118182,0.171606101,0.038134689,0.038134689,0.317471286
2000,9,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.025527433,0.018595341,0.044122774,0.024006106,12.07499981,49.08000183,N/A,N/A,N/A,N/A,N/A,N/A
2000,10,2000,N/A,N/A,N/A,2.8,71.9,0.08,0.03,0.05,0.5328,0.013108653,0.014297054,0.027405707,0.016853754,7.804999828,73.27999878,3.084630552,79.20890596,0.088132301,0.033049613,0.055082688,0.586961128
2000,11,2001,N/A,N/A,N/A,1.9,71.4,0.07,0.01,0.04,0.2997,0.012368705,0.015316592,0.027685297,0.017663263,-2.015000105,76.45999908,0.13460249,5.058219877,0.004959039,7.08E-04,2.83E-03,0.021231772
2000,12,2001,N/A,N/A,N/A,2.7,84.2,0.04,2.00E-02,0.05,0.1998,0.002662556,0.012833007,0.015495563,0.003169603,-17.09000015,16.37999916,3.513473257,109.5683142,0.052051456,2.60E-02,0.06506432,0.259997021
2001,1,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.003318295,0.004689527,0.008007823,0.002710596,-9.095000267,15.85000038,N/A,N/A,N/A,N/A,N/A,N/A
2001,2,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.000560496,0.007198254,0.00775875,0.002491817,-14.65499973,29.38999939,N/A,N/A,N/A,N/A,N/A,N/A
2001,3,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.005970276,0.005335171,0.011305447,0.004164997,-4.065000057,7.460000038,N/A,N/A,N/A,N/A,N/A,N/A
2001,4,2001,N/A,N/A,N/A,0.9,21.6,0.14,0.01,0.04,0.8991,0.020813015,0.015016929,0.035829945,0.022711849,5.400000095,114.9300003,2.242969571,53.83126971,0.348906378,0.024921884,0.099687537,2.240726602
2001,5,2001,N/A,N/A,N/A,1.133333333,42.46666667,0.223333333,0.01,0.053333333,0.3108,0.016534949,0.013223167,0.029758116,0.016747358,12.68500042,110.3000031,0.670645941,26.63532241,0.124604036,0.0071745,0.030504914,0.269903323
2001,6,2001,N/A,N/A,N/A,1.75,67.7,0.08,0.02,0.05,0.0999,0.029883978,0.024921466,0.054805444,0.031814078,17.53499985,94.98000336,1.158468879,38.86553219,0.068087384,0.013627562,0.034068906,0.090675603
2001,7,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.017912226,0.016312083,0.03422431,0.014059834,20.09000015,69.61000061,N/A,N/A,N/A,N/A,N/A,N/A
2001,8,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.023403934,0.017012515,0.040416449,0.016173752,19.92499924,90.65000153,N/A,N/A,N/A,N/A,N/A,N/A
2001,9,2001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.009060208,0.006104242,0.01516445,0.00766786,13.24499989,44.04000092,N/A,N/A,N/A,N/A,N/A,N/A
2001,10,2001,N/A,N/A,N/A,3.65,86.25,0.085,0.01,0.045,2.11455,0.013426669,0.019147148,0.032573817,0.027651308,5.954999924,87.26000214,6.917088455,164.7350687,0.150706194,0.019321523,0.092744035,3.873281996
2001,11,2002,N/A,N/A,N/A,2.75,80.05,0.095,0.01,0.045,1.0989,0.010768562,0.007921864,0.018690426,0.008254175,3.49000001,42.97999954,2.210136813,66.94710824,0.085777363,0.008100992,0.034690874,0.807999477
2001,12,2002,N/A,N/A,N/A,2.65,76.05,0.205,0.01,0.05,0.54945,0.015717958,0.016009843,0.031727801,0.00990374,-6.295000076,19.26000023,0.860106129,26.59780747,0.067640595,0.003485702,0.017428508,0.178813636
2002,1,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.001343112,0.002117317,0.003460429,0.001262254,-9.380000114,7.900000095,N/A,N/A,N/A,N/A,N/A,N/A
2002,2,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.002634137,0.002950635,0.005584772,0.002545145,-5.800000191,5.03000021,N/A,N/A,N/A,N/A,N/A,N/A
2002,3,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.006403926,0.008002946,0.014406872,0.004675119,-7.659999847,23.39999962,N/A,N/A,N/A,N/A,N/A,N/A
2002,4,2002,N/A,N/A,N/A,1.3,54.25,0.28,0.01,0.07,0.6993,0.018032379,0.009609139,0.027641519,0.01170289,3.230000019,31.94000053,2.500712287,102.5437457,0.723381912,0.02122299,0.187302388,1.44112066
2002,5,2002,N/A,N/A,N/A,1.7,65.1,0.21,0.01,0.05,0.5994,0.016182986,0.009804664,0.02598765,0.010049668,8.755000114,48.88000107,1.238953853,47.4446446,0.153047241,0.007287964,0.036439819,0.436840553
2002,6,2002,N/A,N/A,N/A,2.05,81.1,0.12,0.285,0.05,0.3996,0.105208229,0.061953378,0.167161607,0.066518198,18.46999931,136.4400024,1.154626839,48.06662967,0.024349728,0.340137447,0.024311655,0.364119972
2002,7,2002,N/A,N/A,N/A,2.1,84.5,0.05,0.72,0.05,0.1332,0.025462426,0.017327639,0.042790065,0.022173242,21.30500031,124.7099991,16.65603577,670.2071535,0.39657228,5.710640835,0.39657228,1.056468554
2002,8,2002,N/A,N/A,N/A,2.55,82.95,0.06,0.01,0.045,0.02331,0.050656663,0.039101359,0.089758022,0.047104769,18.57500076,121.1800003,0.29121677,10.3351957,0.009140882,1.16E-03,0.00469409,0.002711462
2002,9,2002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.008461013,0.00669623,0.015157243,0.007272139,15.09000015,50.72999954,N/A,N/A,N/A,N/A,N/A,N/A
2002,10,2002,N/A,N/A,N/A,2.8,81.95,0.15,0.01,0.04,0.21645,0.023914579,0.011201184,0.035115763,0.014414938,1.995000005,59.52999878,0.660211418,19.70743516,0.038552469,0.002382969,0.009531875,0.043397734
2002,11,2003,N/A,N/A,N/A,2.5,77.75,0.39,0.01,0.07,0.2331,0.004228922,0.002669478,0.006898401,0.002511949,-3.795000076,9.609999657,1.713290098,52.34260962,0.291549705,0.00685316,0.047972123,0.159747169
2002,12,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.004250229,0.00689706,0.011147289,0.006281638,-7.09499979,11.76000023,N/A,N/A,N/A,N/A,N/A,N/A
2003,1,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.001845837,0.001565296,0.003411133,0.001732077,-13.625,4.389999866,N/A,N/A,N/A,N/A,N/A,N/A
2003,2,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.006805709,0.006148772,0.012954481,0.004267573,-13.5,5.360000134,N/A,N/A,N/A,N/A,N/A,N/A
2003,3,2003,N/A,N/A,N/A,1.3,33.6,0.02,0.01,0.12,0.6327,0.005501475,0.006335713,0.011837188,0.002788601,-4.485000134,13.86999989,N/A,N/A,N/A,N/A,N/A,N/A
2003,4,2003,N/A,N/A,N/A,2.1,60.7,0.19,0.08,0.06,1.3653,0.012425264,0.010382886,0.02280815,0.012504016,4.929999828,38.36000061,4.735443038,136.8768535,0.428444846,0.18039783,0.135298373,3.078714467
2003,5,2003,N/A,N/A,N/A,1.85,54.4,0.21,0.01,0.06,0.6993,0.037819949,0.022125169,0.059945119,0.028460647,11.89000034,71.43000031,1.467965608,50.70728782,0.111820389,0.009655554,0.039744075,0.554072484
2003,6,2003,N/A,N/A,N/A,2,64.9,0.15,0.01,0.055,0.4329,0.031076949,0.022984891,0.054061841,0.022960464,16.78000069,104.9000015,0.439866717,14.78216124,0.029655668,0.002199334,0.010845959,0.095209151
2003,7,2003,N/A,N/A,N/A,2.166666667,80.53333333,0.133333333,0.01,0.03,0.1665,0.031124144,0.017179671,0.048303815,0.02240034,19.63500023,98.30999756,2.641159297,101.2633651,0.175427095,0.012265757,0.035492781,0.220953382
2003,8,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.050867206,0.026314776,0.077181982,0.02693154,20.68000031,48.43999863,N/A,N/A,N/A,N/A,N/A,N/A
2003,9,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.009459856,0.009840034,0.01929989,0.013943192,13.68999958,68.88999939,N/A,N/A,N/A,N/A,N/A,N/A
2003,10,2003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.005223332,0.004991856,0.010215188,0.006048408,7.079999924,41.08000183,N/A,N/A,N/A,N/A,N/A,N/A
2003,11,2004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.007567313,0.008453269,0.016020583,0.007247212,-4.039999962,28.78000069,N/A,N/A,N/A,N/A,N/A,N/A
