YEAR,MONTH,DAY,RRG20
1972,8,2,0.52
1972,8,5,0.81
1972,8,7,0.93
1972,8,9,0.49
1972,8,10,0.54
1972,8,11,0.13
1972,8,20,0.07
1972,8,23,0.28
1972,8,24,0.13
1972,8,25,0.26
1972,8,26,0.21
1972,8,27,0.08
1972,9,4,0.16
1972,9,5,0.16
1972,9,16,0.06
1972,9,17,0.79
1972,9,18,0.45
1972,9,26,0.58
1972,9,27,0.84
1972,9,28,0.11
1972,9,29,0.29
1972,9,30,0.5
1972,10,4,0.82
1972,10,5,0.66
1972,10,13,0.65
1972,10,17,0.08
1972,10,18,1.13
1972,10,19,0.21
1972,10,23,0.75
1972,10,27,2.08
1972,10,28,0.11
1972,10,30,0.03
1972,10,31,0.1
1972,11,2,1.42
1972,11,3,0.11
1972,11,7,1.67
1972,11,13,1.12
1972,11,14,0.04
1972,11,18,0.14
1972,11,19,1.52
1972,11,22,0.07
1972,11,25,1.03
1972,11,26,0.12
1972,11,28,0.36
1972,11,30,0.66
1972,12,5,0.3
1972,12,6,1.39
1972,12,8,0.21
1972,12,9,0.13
1972,12,10,0.36
1972,12,11,0.02
1972,12,13,0.02
1972,12,14,0.78
1972,12,15,2.1
1972,12,19,0.13
1972,12,20,0.26
1972,12,21,1.72
1972,12,22,0.27
1972,12,23,0.06
1972,12,24,0.17
1972,12,25,0.07
1972,12,26,0.06
1972,12,31,0.79
1973,1,3,1.2
1973,1,4,0.03
1973,1,5,0.18
1973,1,6,0.05
1973,1,7,0.79
1973,1,8,0.37
1973,1,19,0.75
1973,1,21,1.44
1973,1,22,0.62
1973,1,26,1.3
1973,1,28,0.26
1973,2,1,2.93
1973,2,2,0.19
1973,2,6,0.5
1973,2,8,1.33
1973,2,13,0.34
1973,2,14,1.29
1973,2,26,0.12
1973,3,2,0.88
1973,3,3,0.28
1973,3,4,0.74
1973,3,5,0.1
1973,3,6,0.15
1973,3,7,0.7
1973,3,8,0.26
1973,3,9,0.12
1973,3,10,0.12
1973,3,11,1.16
1973,3,15,2.94
1973,3,16,3.29
1973,3,17,0.04
1973,3,20,0.08
1973,3,21,0.14
1973,3,25,0.82
1973,3,26,0.06
1973,3,29,0.31
1973,3,30,0.15
1973,3,31,0.99
1973,4,1,0.1
1973,4,4,0.06
1973,4,7,1.9
1973,4,8,0.02
1973,4,9,0.13
1973,4,16,0.04
1973,4,17,0.23
1973,4,18,0.86
1973,4,19,0.87
1973,4,24,0.18
1973,4,25,1.32
1973,4,26,1.56
1973,4,27,0.16
1973,5,2,0.02
1973,5,3,0.45
1973,5,7,0.39
1973,5,8,3.15
1973,5,9,0.06
1973,5,10,0.54
1973,5,11,0.2
1973,5,19,0.59
1973,5,23,0.8
1973,5,24,0.77
1973,5,26,0.05
1973,5,27,6.35
1973,5,28,0.5
1973,6,1,0.4
1973,6,5,0.19
1973,6,6,0.95
1973,6,8,0.09
1973,6,9,0.13
1973,6,10,0.36
1973,6,12,0.07
1973,6,13,0.16
1973,6,14,0.22
1973,6,15,1.02
1973,6,16,0.18
1973,6,17,0.11
1973,6,20,0.05
1973,6,21,0.13
1973,6,22,0.03
1973,6,27,0.38
1973,6,28,0.37
1973,7,2,0.04
1973,7,3,0.02
1973,7,4,0.23
1973,7,8,1.17
1973,7,10,0.12
1973,7,14,1.97
1973,7,15,0.29
1973,7,16,0.02
1973,7,17,0.04
1973,7,22,0.04
1973,7,24,0.02
1973,7,25,0.5
1973,7,26,0.03
1973,7,31,0.09
1973,8,1,0.55
1973,8,7,0.09
1973,8,9,0.16
1973,8,10,0.01
1973,8,11,0.7
1973,8,13,0.04
1973,8,14,0.02
1973,8,17,1.6
1973,8,18,0.39
1973,8,25,0.09
1973,8,28,0.34
1973,8,31,0.06
1973,9,4,0.02
1973,9,8,0.68
1973,9,9,0.06
1973,9,13,1.7
1973,9,14,0.29
1973,9,17,0.33
1973,9,23,0.01
1973,9,27,0.15
1973,9,28,0.09
1973,9,29,0.02
1973,9,30,0.42
1973,10,1,0.3
1973,10,2,0.03
1973,10,8,0.01
1973,10,11,0.05
1973,10,28,0.9
1973,10,31,0.52
1973,11,8,0.44
1973,11,15,0.13
1973,11,20,0.29
1973,11,21,2.67
1973,11,25,0.21
1973,11,26,0.96
1973,11,27,0.58
1973,11,28,1.92
1973,12,4,2.21
1973,12,5,1.96
1973,12,8,0.04
1973,12,9,0.01
1973,12,13,0.22
1973,12,15,0.16
1973,12,16,0.01
1973,12,17,0.02
1973,12,19,0.01
1973,12,20,1.03
1973,12,21,0.06
1973,12,22,0.03
1973,12,25,1.54
1973,12,26,3.47
1973,12,29,1.22
1973,12,30,0.09
1973,12,31,3.63
1974,1,1,0.03
1974,1,2,0.14
1974,1,3,0.97
1974,1,4,0.17
1974,1,6,0.57
1974,1,7,0.01
1974,1,8,0.14
1974,1,9,1.46
1974,1,11,0.77
1974,1,14,0.39
1974,1,15,0.05
1974,1,20,1.41
1974,1,21,0.03
1974,1,23,0.04
1974,1,24,0.03
1974,1,25,0.14
1974,1,26,1.8
1974,1,27,0
1974,1,28,0.55
1974,2,1,0.53
1974,2,2,1.91
1974,2,3,0.34
1974,2,6,1.21
1974,2,7,0.43
1974,2,8,0.16
1974,2,14,0.8
1974,2,15,0.34
1974,2,16,1.02
1974,2,19,0.31
1974,2,21,0.66
1974,2,22,1.48
1974,2,28,0.05
1974,3,5,0.01
1974,3,12,0.14
1974,3,16,0.5
1974,3,19,0.59
1974,3,20,0.06
1974,3,21,1.98
1974,3,25,0.06
1974,3,27,0.14
1974,3,28,0.03
1974,3,29,1.12
1974,3,30,0.63
1974,4,2,1.37
1974,4,3,2.59
1974,4,4,2.48
1974,4,5,0.03
1974,4,8,0.95
1974,4,12,1.08
1974,4,13,1.02
1974,4,14,0.44
1974,4,22,0.61
1974,4,23,0.01
1974,5,2,0.28
1974,5,4,0.1
1974,5,5,1.18
1974,5,10,0.25
1974,5,11,2.2
1974,5,12,1.16
1974,5,17,0.97
1974,5,18,0.08
1974,5,19,0.05
1974,5,20,0.06
1974,5,22,0.61
1974,5,23,0.52
1974,5,26,1.76
1974,5,30,0.43
1974,5,31,0.66
1974,6,1,0.45
1974,6,2,0.41
1974,6,6,1.64
1974,6,7,0.1
1974,6,9,0.01
1974,6,10,0.1
1974,6,16,0.07
1974,6,23,0.63
1974,6,24,0.6
1974,6,27,0.68
1974,7,3,0.05
1974,7,4,0.8
1974,7,5,0.32
1974,7,6,0.11
1974,7,7,0.17
1974,7,8,0.06
1974,7,9,0.59
1974,7,10,0.14
1974,7,11,0.3
1974,7,17,0.15
1974,7,18,0.04
1974,7,19,0.06
1974,7,20,0.18
1974,7,23,0.01
1974,7,24,0.04
1974,7,27,1.09
1974,8,2,1.74
1974,8,3,1.6
1974,8,4,0.33
1974,8,6,0.1
1974,8,7,0.68
1974,8,8,0.54
1974,8,9,0.16
1974,8,10,0.07
1974,8,11,0.01
1974,8,14,0.35
1974,8,15,0.43
1974,8,16,0.11
1974,8,17,0.06
1974,8,21,0.37
1974,8,29,0.03
1974,9,2,0.15
1974,9,3,0.41
1974,9,6,0.88
1974,9,12,0.34
1974,9,13,0.39
1974,9,14,0.05
1974,9,21,0.12
1974,9,26,0.01
1974,9,27,0.78
1974,9,28,0.11
1974,9,29,0.11
1974,10,15,1.15
1974,10,16,1.08
1974,11,5,0.74
1974,11,11,0.65
1974,11,12,0.03
1974,11,14,0.28
1974,11,15,0.04
1974,11,17,0.3
1974,11,18,0.63
1974,11,19,1.18
1974,11,20,1.37
1974,11,30,1.85
1974,12,1,0.06
1974,12,7,1.37
1974,12,8,0.63
1974,12,11,0.06
1974,12,15,0.79
1974,12,19,0.19
1974,12,24,0.45
1974,12,25,0.97
1974,12,26,0.04
1974,12,27,0.49
1974,12,28,0.35
1974,12,29,0.4
1974,12,30,0.03
1975,1,3,0.69
1975,1,4,0.09
1975,1,8,0.11
1975,1,10,1.9
1975,1,12,1.39
1975,1,19,0.23
1975,1,20,0.25
1975,1,24,0.97
1975,1,25,1.83
1975,2,2,1.11
1975,2,3,0.57
1975,2,4,1.84
1975,2,5,0.6
1975,2,11,0.05
1975,2,12,0.7
1975,2,16,1.21
1975,2,17,0.51
1975,2,18,1.1
1975,2,19,0.01
1975,2,22,0.41
1975,2,23,3
1975,2,24,0.47
1975,2,27,0.11
1975,3,1,0.39
1975,3,7,0.74
1975,3,10,0.61
1975,3,11,0.46
1975,3,12,0.93
1975,3,13,3.07
1975,3,14,0.52
1975,3,16,0.39
1975,3,18,0.66
1975,3,19,0.3
1975,3,22,0.49
1975,3,24,3.98
1975,3,29,3.29
1975,3,30,0.59
1975,4,2,0.11
1975,4,3,0.13
1975,4,9,0.05
1975,4,14,0.45
1975,4,25,0.32
1975,4,29,0.28
1975,4,30,0.11
1975,5,1,0.46
1975,5,2,0.06
1975,5,3,0.43
1975,5,7,0.39
1975,5,8,0.03
1975,5,9,0.36
1975,5,12,0.18
1975,5,15,1.99
1975,5,16,0.05
1975,5,17,0.05
1975,5,18,0.05
1975,5,22,0.68
1975,5,27,0.56
1975,5,28,0.34
1975,5,29,0.46
1975,5,30,0.25
1975,5,31,0.92
1975,6,1,0.07
1975,6,5,0.14
1975,6,10,0.03
1975,6,11,0.82
1975,6,12,0.05
1975,6,15,0.45
1975,6,20,0.13
1975,6,25,0.72
1975,6,26,0.03
1975,6,27,0.58
1975,6,28,0.29
1975,7,1,0.21
1975,7,2,0.08
1975,7,4,0.21
1975,7,11,0.25
1975,7,15,0.19
1975,7,19,0.1
1975,7,24,0.4
1975,7,30,0.48
1975,7,31,0.08
1975,8,1,0.01
1975,8,4,0.31
1975,8,5,0.63
1975,8,6,1.51
1975,8,9,0.36
1975,8,10,0.56
1975,8,17,0.02
1975,8,25,0.04
1975,8,26,0.03
1975,8,31,0.18
1975,9,6,0.07
1975,9,7,1.31
1975,9,8,0.13
1975,9,10,0.34
1975,9,11,0.27
1975,9,12,0.15
1975,9,17,2.88
1975,9,18,0.44
1975,9,22,1.81
1975,9,23,4.3
1975,9,24,0.03
1975,10,1,1.85
1975,10,2,0.01
1975,10,5,0.02
1975,10,7,0.35
1975,10,8,1.09
1975,10,16,0.06
1975,10,17,4.74
1975,10,26,0.08
1975,10,29,0.1
1975,11,7,1.97
1975,11,9,0.26
1975,11,10,1.14
1975,11,11,0.27
1975,11,12,1.73
1975,11,20,0.69
1975,11,21,0.04
1975,11,23,0.32
1975,11,26,0.23
1975,11,27,0.05
1975,11,30,0.82
1975,12,1,0.02
1975,12,7,0.02
1975,12,9,0.09
1975,12,14,0.11
1975,12,15,0.45
1975,12,16,0.32
1975,12,25,2.43
1975,12,26,0.26
1975,12,29,0.04
1975,12,30,0.8
1975,12,31,2.46
1976,1,3,1.07
1976,1,7,1.06
1976,1,11,0.36
1976,1,12,0.01
1976,1,13,1.32
1976,1,16,0.05
1976,1,24,0.21
1976,1,25,0.24
1976,1,26,3.48
1976,1,27,0.21
1976,2,1,1.19
1976,2,2,0.01
1976,2,5,0.11
1976,2,15,0.01
1976,2,18,1.36
1976,2,21,0.64
1976,2,22,0.28
1976,3,5,0.27
1976,3,6,0.12
1976,3,8,0.23
1976,3,9,0.91
1976,3,12,1.63
1976,3,13,0.01
1976,3,15,0.63
1976,3,16,0.8
1976,3,20,0.99
1976,3,21,0.77
1976,3,25,0.14
1976,3,26,0.64
1976,3,27,0.33
1976,3,29,0.88
1976,3,30,0.93
1976,3,31,2.9
1976,4,11,0.01
1976,4,21,0.03
1976,4,24,0.01
1976,4,25,0.2
1976,4,30,0.19
1976,5,1,0.9
1976,5,6,1.02
1976,5,7,1
1976,5,11,0.53
1976,5,13,0.65
1976,5,14,2.63
1976,5,15,3.03
1976,5,16,0.17
1976,5,18,0.03
1976,5,24,0.13
1976,5,27,0.14
1976,5,28,7.84
1976,5,29,0.58
1976,6,1,0.09
1976,6,2,0.04
1976,6,3,0.47
1976,6,8,0.07
1976,6,9,0.08
1976,6,10,0.03
1976,6,14,0.08
1976,6,16,0.28
1976,6,17,0.06
1976,6,19,1.33
1976,6,20,0.7
1976,6,23,0.05
1976,6,26,0.77
1976,6,27,0.31
1976,6,29,0.39
1976,6,30,0.24
1976,7,4,1.31
1976,7,5,0.43
1976,7,6,0.04
1976,7,15,0.06
1976,7,16,0.1
1976,7,20,0.07
1976,8,2,0.55
1976,8,3,0.28
1976,8,6,0.17
1976,8,13,0.45
1976,8,15,0.15
1976,8,16,0.14
1976,8,22,0.44
1976,8,23,0.68
1976,8,26,1.13
1976,8,27,0.82
1976,8,28,0.1
1976,8,29,0.09
1976,9,1,0.14
1976,9,2,0.02
1976,9,4,0.03
1976,9,9,0.28
1976,9,10,0.07
1976,9,14,0.57
1976,9,15,0.02
1976,9,20,0.07
1976,9,26,1.61
1976,9,27,0.59
1976,9,29,0.78
1976,9,30,0.01
1976,10,6,0.82
1976,10,7,2.51
1976,10,8,1.77
1976,10,9,0.16
1976,10,16,0.14
1976,10,20,0.45
1976,10,24,0.27
1976,10,25,1.69
1976,10,30,1.17
1976,11,11,0.47
1976,11,14,0.16
1976,11,15,0.12
1976,11,20,0.13
1976,11,26,0.56
1976,11,28,1.06
1976,11,29,0.19
1976,12,6,1.55
1976,12,7,0.12
1976,12,11,0.57
1976,12,12,0.41
1976,12,14,0.04
1976,12,15,1.41
1976,12,16,0.01
1976,12,20,1.34
1976,12,25,1.29
1976,12,26,0.01
1976,12,28,0.02
1976,12,30,1.19
1976,12,31,0.67
1977,1,3,0.31
1977,1,5,0.04
1977,1,6,0.94
1977,1,7,0.04
1977,1,9,1.66
1977,1,10,0.06
1977,1,14,1.26
1977,1,24,0.43
1977,1,26,0.04
1977,1,27,0.03
1977,1,28,0.03
1977,2,12,0.98
1977,2,13,0.01
1977,2,18,0.05
1977,2,24,1.03
1977,2,27,1.04
1977,3,3,0.01
1977,3,4,1.54
1977,3,5,0.14
1977,3,6,0.93
1977,3,7,0.07
1977,3,10,0.04
1977,3,11,0.49
1977,3,12,4.63
1977,3,18,0.12
1977,3,19,0.11
1977,3,20,0.49
1977,3,21,0.77
1977,3,22,0.06
1977,3,28,0.8
1977,3,29,2.84
1977,3,30,1.32
1977,4,2,0.14
1977,4,3,1.71
1977,4,4,2.69
1977,4,15,0.03
1977,4,18,0.52
1977,4,19,0.05
1977,4,22,0.49
1977,4,23,1.84
1977,4,24,0.01
1977,4,30,0.03
1977,5,2,0.01
1977,5,3,1.15
1977,5,4,0.09
1977,5,19,0.04
1977,5,20,0.19
1977,5,22,1.03
1977,5,23,0.12
1977,5,24,0.18
1977,5,25,0.47
1977,5,26,0.42
1977,5,27,0.07
1977,5,28,0.08
1977,5,30,0.03
1977,5,31,0.52
1977,6,1,0.09
1977,6,6,0.55
1977,6,11,0.03
1977,6,12,0.16
1977,6,13,0.46
1977,6,14,0.28
1977,6,15,0.02
1977,6,16,0.21
1977,6,17,0.08
1977,6,19,1.03
1977,6,20,0.11
1977,6,22,0.35
1977,6,23,0.02
1977,6,24,0.12
1977,6,26,0.27
1977,6,28,0.1
1977,7,1,0.09
1977,7,9,0.01
1977,7,10,0.14
1977,7,12,0.23
1977,7,17,0.02
1977,7,22,0.44
1977,7,25,0.13
1977,7,29,0.03
1977,8,3,0.01
1977,8,8,0.03
1977,8,9,0.36
1977,8,10,0.22
1977,8,13,2.76
1977,8,14,0.51
1977,8,15,0.24
1977,8,16,0.55
1977,8,17,1.16
1977,8,18,0.96
1977,8,24,0.17
1977,8,27,0.08
1977,9,1,0.05
1977,9,4,0.04
1977,9,5,0.01
1977,9,6,0.48
1977,9,7,3.36
1977,9,8,0.19
1977,9,13,0.99
1977,9,14,0.12
1977,9,15,0.75
1977,9,16,1.52
1977,9,17,0.15
1977,9,19,0.38
1977,9,25,0.01
1977,9,26,0.12
1977,9,27,0.1
1977,9,29,0.05
1977,9,30,0.01
1977,10,1,0.18
1977,10,2,0.38
1977,10,8,1.5
1977,10,9,0.41
1977,10,16,0.07
1977,10,25,3.24
1977,10,26,0.07
1977,11,2,0.22
1977,11,3,0.12
1977,11,4,0.5
1977,11,5,2.88
1977,11,6,0.97
1977,11,7,0.06
1977,11,9,0.03
1977,11,10,0.12
1977,11,16,0.77
1977,11,17,0.66
1977,11,20,0.06
1977,11,21,0.11
1977,11,22,0.48
1977,11,23,0.18
1977,11,25,0.02
1977,11,27,0.25
1977,11,28,0.74
1977,11,29,0.02
1977,11,30,0.47
1977,12,1,0.19
1977,12,4,0.18
1977,12,5,1.61
1977,12,9,0.86
1977,12,14,1.05
1977,12,17,0.41
1977,12,18,0.33
1977,12,20,0.06
1977,12,23,0.02
1977,12,24,1.84
1977,12,25,0.22
1977,12,30,0.58
1978,1,1,0.06
1978,1,5,0.09
1978,1,6,0.17
1978,1,7,0.24
1978,1,8,2.91
1978,1,12,0.4
1978,1,13,0.05
1978,1,17,1.81
1978,1,19,1.16
1978,1,20,0.24
1978,1,24,0.82
1978,1,25,2.91
1978,1,26,0.1
1978,2,2,0.04
1978,2,13,0.59
1978,2,18,0.01
1978,2,21,0.11
1978,2,23,0.03
1978,2,28,0.52
1978,3,2,1.06
1978,3,3,0.46
1978,3,7,0.06
1978,3,8,0.83
1978,3,9,0.99
1978,3,10,0.4
1978,3,12,0.24
1978,3,14,1.02
1978,3,17,0.07
1978,3,21,0.28
1978,3,25,0.4
1978,3,26,0.03
1978,4,11,0.76
1978,4,12,0.01
1978,4,13,0.04
1978,4,17,0.03
1978,4,18,1.24
1978,4,19,0.05
1978,4,24,0.26
1978,4,25,0.48
1978,4,26,0.05
1978,4,30,0.14
1978,5,1,0.11
1978,5,2,0.27
1978,5,3,0.06
1978,5,4,0.95
1978,5,7,0.8
1978,5,8,1.2
1978,5,12,0.12
1978,5,13,0.67
1978,5,14,0.01
1978,5,15,0.05
1978,5,23,0.33
1978,5,24,0.01
1978,5,26,0.5
1978,5,27,0.24
1978,5,28,0.02
1978,5,29,0.32
1978,6,2,0.12
1978,6,3,0.01
1978,6,6,0.28
1978,6,7,0.16
1978,6,8,1.18
1978,6,11,0.03
1978,6,12,0.3
1978,6,19,0.09
1978,6,20,0.06
1978,6,23,0.28
1978,7,9,0.1
1978,7,15,0.75
1978,7,19,0.03
1978,7,24,0.03
1978,7,27,0.23
1978,7,31,1.58
1978,8,2,0.21
1978,8,4,0.09
1978,8,5,1.05
1978,8,6,1.07
1978,8,7,2.63
1978,8,8,0.19
1978,8,9,1.32
1978,8,10,0.1
1978,8,11,0.63
1978,8,12,0.06
1978,8,15,0.23
1978,8,19,0.17
1978,8,20,0.08
1978,8,27,0.25
1978,9,2,0.03
1978,9,3,0.05
1978,9,10,0.08
1978,9,11,0.05
1978,9,15,0.06
1978,9,22,0.43
1978,9,24,0.16
1978,9,30,0.04
1978,10,1,0.23
1978,10,13,0.04
1978,10,14,0.06
1978,11,7,0.2
1978,11,17,1.87
1978,11,22,0.26
1978,11,23,0.51
1978,11,26,0.02
1978,11,27,0.97
1978,11,28,0.1
1978,11,29,0.63
1978,12,3,0.73
1978,12,4,2.04
1978,12,5,0.02
1978,12,7,0.07
1978,12,8,0.13
1978,12,9,2.08
1978,12,16,0.4
1978,12,21,0.36
1978,12,24,1.16
1978,12,29,0.02
1978,12,30,1.92
1978,12,31,0.31
1979,1,1,1.21
1979,1,2,0.58
1979,1,5,0.03
1979,1,6,0.61
1979,1,7,1.8
1979,1,8,0.02
1979,1,12,0.38
1979,1,13,0.13
1979,1,14,0.07
1979,1,17,0.02
1979,1,19,0.22
1979,1,20,2.93
1979,1,21,0.55
1979,1,23,0.29
1979,1,24,0.81
1979,1,27,0.13
1979,1,31,0.04
1979,2,3,0.08
1979,2,6,0.89
1979,2,7,0.35
1979,2,9,0.01
1979,2,12,0.06
1979,2,17,0.01
1979,2,18,1.49
1979,2,20,0.15
1979,2,21,0.39
1979,2,22,0.15
1979,2,23,0.37
1979,2,24,2.07
1979,2,25,1.03
1979,3,1,0.03
1979,3,3,1.41
1979,3,4,5.53
1979,3,7,0.12
1979,3,8,0.02
1979,3,10,0.28
1979,3,14,0.4
1979,3,20,0.01
1979,3,21,0.1
1979,3,22,0.31
1979,3,23,3.7
1979,3,24,0.03
1979,3,25,0.02
1979,4,2,1.33
1979,4,3,1.77
1979,4,4,0.75
1979,4,8,0.42
1979,4,9,0.94
1979,4,11,0.03
1979,4,12,1.99
1979,4,13,2.16
1979,4,25,0.45
1979,4,26,0.85
1979,4,27,0.01
1979,5,3,0.3
1979,5,4,0.66
1979,5,7,0.03
1979,5,8,0.39
1979,5,9,0.7
1979,5,10,0.52
1979,5,11,1.07
1979,5,12,0.65
1979,5,13,1.07
1979,5,19,0.17
1979,5,20,0.6
1979,5,21,0.7
1979,5,22,0.3
1979,5,23,0.95
1979,5,24,0.34
1979,5,25,0.07
1979,5,27,0.38
1979,5,28,0.08
1979,5,30,0.07
1979,5,31,0.9
1979,6,2,1.24
1979,6,3,0.31
1979,6,7,0.49
1979,6,8,0.04
1979,6,10,0.15
1979,6,11,0.06
1979,6,16,0.07
1979,6,21,0.02
1979,6,22,0.01
1979,6,24,0.22
1979,6,25,0.01
1979,6,30,0.25
1979,7,3,0.01
1979,7,6,0.28
1979,7,7,2.31
1979,7,8,0.01
1979,7,9,1
1979,7,10,0.61
1979,7,11,0.22
1979,7,12,1.5
1979,7,14,0.1
1979,7,20,0.75
1979,7,21,1.47
1979,7,22,0.02
1979,7,23,0.19
1979,7,24,0.59
1979,7,25,0.58
1979,7,26,0.04
1979,7,27,0.02
1979,7,28,0.15
1979,8,11,0.35
1979,8,20,0.91
1979,8,22,0.29
1979,8,23,0.59
1979,8,24,0.18
1979,8,25,2.35
1979,8,26,0.56
1979,8,27,0.36
1979,8,28,0.29
1979,8,30,0.04
1979,8,31,0.22
1979,9,1,0.03
1979,9,2,0.78
1979,9,3,0.21
1979,9,4,0.05
1979,9,5,0.2
1979,9,12,0.07
1979,9,13,1.47
1979,9,14,0.04
1979,9,17,0.08
1979,9,18,0.05
1979,9,20,0.3
1979,9,21,3.42
1979,9,26,0.03
1979,9,27,1.67
1979,9,28,1.19
1979,9,29,0.01
1979,9,30,0.19
1979,10,2,0.18
1979,10,4,0.88
1979,10,6,0.1
1979,10,10,0.06
1979,10,23,0.62
1979,10,29,0.8
1979,10,30,1.02
1979,10,31,0.3
1979,11,1,1.32
1979,11,2,0.66
1979,11,8,0.04
1979,11,9,0.45
1979,11,10,1.41
1979,11,11,0.43
1979,11,23,0.91
1979,11,24,2.45
1979,11,25,3.09
1979,11,26,0.03
1979,12,6,0.08
1979,12,13,0.61
1979,12,16,0.01
1979,12,24,1.24
1979,12,25,0.03
1979,12,30,0.3
1979,12,31,0.21
1980,1,1,0.23
1980,1,4,0.58
1980,1,7,0.6
1980,1,9,0.28
1980,1,11,1.09
1980,1,13,0.4
1980,1,14,0.26
1980,1,16,0.01
1980,1,17,0.35
1980,1,18,0.52
1980,1,22,1.37
1980,1,27,0.02
1980,1,30,0.89
1980,1,31,0.3
1980,2,5,0.1
1980,2,6,0.15
1980,2,8,0.08
1980,2,9,0.91
1980,2,15,0.32
1980,2,16,0.39
1980,2,20,0.08
1980,2,21,0.26
1980,2,22,0.01
1980,2,25,0.04
1980,3,1,0.44
1980,3,2,0.12
1980,3,4,0.3
1980,3,5,1.85
1980,3,7,1.88
1980,3,8,1.05
1980,3,10,0.1
1980,3,12,0.76
1980,3,13,0.43
1980,3,17,3.21
1980,3,18,0.02
1980,3,19,0.07
1980,3,20,2.89
1980,3,21,0.7
1980,3,24,1.04
1980,3,28,1.92
1980,3,30,0.44
1980,4,4,0.3
1980,4,7,0.04
1980,4,8,2.31
1980,4,12,1.6
1980,4,13,1.93
1980,4,14,0.8
1980,4,15,0.08
1980,4,16,0.05
1980,4,24,0.11
1980,4,26,0.53
1980,4,27,0.56
1980,4,28,0.03
1980,4,29,0.06
1980,5,5,0.09
1980,5,7,0.41
1980,5,13,0.01
1980,5,14,0.11
1980,5,17,3.54
1980,5,19,0.4
1980,5,20,0.52
1980,5,22,0.84
1980,5,23,0.8
1980,5,24,0.5
1980,5,25,0.04
1980,5,28,0.58
1980,5,29,0.43
1980,5,31,0.01
1980,6,16,0.34
1980,6,17,0.01
1980,6,18,2.13
1980,6,23,0.66
1980,6,24,1.41
1980,6,25,0.3
1980,6,29,0.08
1980,7,5,0.22
1980,7,6,0.08
1980,7,10,0.16
1980,7,17,0.04
1980,7,23,0.27
1980,7,26,0.08
1980,7,27,0.31
1980,8,1,0.34
1980,8,4,0.08
1980,8,10,0.81
1980,8,11,0.04
1980,8,18,1.54
1980,8,19,0.46
1980,8,22,0.41
1980,8,29,0.01
1980,8,30,0.04
1980,8,31,0.06
1980,9,1,0.01
1980,9,2,0.58
1980,9,3,0.08
1980,9,4,0.14
1980,9,10,0.51
1980,9,17,0.44
1980,9,20,0.21
1980,9,23,0.09
1980,9,24,0.28
1980,9,25,0.9
1980,9,27,0.01
1980,9,28,1.7
1980,9,29,0.97
1980,9,30,0.58
1980,10,5,0.03
1980,10,18,1.02
1980,10,19,0.01
1980,10,24,0.46
1980,10,25,0.22
1980,10,27,0.14
1980,10,28,0.74
1980,10,29,0.24
1980,10,30,0.17
1980,11,4,0.21
1980,11,15,0.92
1980,11,17,0.61
1980,11,18,0.01
1980,11,23,0.93
1980,11,24,0.49
1980,11,26,0.13
1980,11,27,1.11
1980,12,9,0.93
1980,12,10,0.02
1980,12,22,0.02
1980,12,23,0.01
1980,12,24,0.52
1980,12,25,0.01
1980,12,30,0.15
1981,1,6,0.49
1981,1,7,0.02
1981,1,20,0.84
1981,1,21,0.05
1981,1,27,0.13
1981,1,30,0.43
1981,2,1,1.34
1981,2,2,0.58
1981,2,8,0.06
1981,2,10,3.34
1981,2,11,0.43
1981,2,17,1.15
1981,2,18,0.98
1981,2,19,0.19
1981,2,20,0.05
1981,2,22,0.68
1981,2,23,0.11
1981,3,1,0.05
1981,3,4,1.2
1981,3,5,0.22
1981,3,13,0.02
1981,3,15,0.14
1981,3,16,0.14
1981,3,18,0.08
1981,3,21,0.01
1981,3,22,0.71
1981,3,29,0.02
1981,3,30,2.2
1981,4,1,0.33
1981,4,5,1.02
1981,4,9,0.29
1981,4,14,0.35
1981,4,17,0.51
1981,4,18,0.41
1981,4,20,0.46
1981,4,22,0.04
1981,4,23,0.75
1981,4,29,0.06
1981,5,6,0.92
1981,5,7,0.03
1981,5,10,1.31
1981,5,14,0.74
1981,5,17,0.01
1981,5,18,0.08
1981,5,19,0.56
1981,5,20,0.27
1981,5,26,1.53
1981,5,27,2.68
1981,5,31,0.3
1981,6,1,0.26
1981,6,2,0.74
1981,6,3,0.39
1981,6,4,0.51
1981,6,7,0.23
1981,6,10,0.61
1981,6,11,0.01
1981,6,12,0.38
1981,6,13,0.05
1981,6,22,0.02
1981,6,30,1.08
1981,7,1,0.09
1981,7,2,0.41
1981,7,3,0.23
1981,7,4,0.03
1981,7,5,0.21
1981,7,6,0.03
1981,7,12,0.19
1981,7,16,0.13
1981,7,17,0.08
1981,7,18,0.07
1981,7,24,0.05
1981,7,25,0.01
1981,7,26,0.86
1981,7,27,0.03
1981,7,29,0.02
1981,7,31,0.45
1981,8,1,0.14
1981,8,2,0.67
1981,8,5,0.07
1981,8,6,0.53
1981,8,8,0.05
1981,8,10,0.07
1981,8,12,0.03
1981,8,18,0.12
1981,8,21,0.03
1981,9,1,0.04
1981,9,3,0.52
1981,9,4,0.54
1981,9,5,0.15
1981,9,6,1.21
1981,9,7,0.13
1981,9,8,0.02
1981,9,15,1.2
1981,10,2,0.03
1981,10,9,0.09
1981,10,10,0.22
1981,10,18,0.46
1981,10,23,0.6
1981,10,25,0.76
1981,10,26,1.62
1981,10,27,0.16
1981,11,4,0.06
1981,11,5,0.34
