account,data_set,date,date_type,location,rain,snow,station,sublocation,trace,update_date,version,zzfull_old_measure_date,zzfull_old_total_precip,zztemp_account
ela2/skylark,M01,9/30/1978,sample_date,239,0.2,0,MET,AIR,,3/24/1994,1,19780930,0.2,
ela2/skylark,M01,10/2/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19781002,0,
ela2/skylark,M01,10/3/1978,sample_date,239,1.2,0,MET,AIR,,3/24/1994,1,19781003,1.2,
ela2/skylark,M01,10/5/1978,sample_date,239,1.2,0,MET,AIR,,3/24/1994,1,19781005,1.2,
ela2/skylark,M01,10/6/1978,sample_date,239,0.2,0,MET,AIR,,3/24/1994,1,19781006,0.2,
ela2/skylark,M01,10/8/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19781008,0,
ela2/skylark,M01,8/16/1980,sample_date,239,16.3,0,MET,AIR,,3/24/1994,1,19800816,16.3,
ela2/skylark,M01,1/11/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780111,0,
ela2/skylark,M01,1/14/1978,sample_date,239,0,1.5,MET,AIR,,3/24/1994,1,19780114,1.5,
ela2/skylark,M01,1/16/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780116,0,
ela2/skylark,M01,1/18/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780118,0,
ela2/skylark,M01,1/19/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780119,0,
ela2/skylark,M01,1/23/1978,sample_date,239,0,0.3,MET,AIR,,3/24/1994,1,19780123,0.3,
ela2/skylark,M01,1/24/1978,sample_date,239,0,2,MET,AIR,,3/24/1994,1,19780124,2,
ela2/skylark,M01,1/28/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780128,0,
ela2/skylark,M01,1/31/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780131,0,
ela2/skylark,M01,2/2/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780202,0,
ela2/skylark,M01,2/3/1978,sample_date,239,0,2.5,MET,AIR,,3/24/1994,1,19780203,2.5,
ela2/skylark,M01,2/4/1978,sample_date,239,0,0.3,MET,AIR,,3/24/1994,1,19780204,0.3,
ela2/skylark,M01,2/5/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780205,0,
ela2/skylark,M01,2/6/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780206,0,
ela2/skylark,M01,2/7/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780207,0,
ela2/skylark,M01,2/10/1978,sample_date,239,0,0.3,MET,AIR,,3/24/1994,1,19780210,0.3,
ela2/skylark,M01,2/13/1978,sample_date,239,0,0.5,MET,AIR,,3/24/1994,1,19780213,0.5,
ela2/skylark,M01,2/14/1978,sample_date,239,0,0.8,MET,AIR,,3/24/1994,1,19780214,0.8,
ela2/skylark,M01,2/15/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780215,0,
ela2/skylark,M01,2/16/1978,sample_date,239,0,1.3,MET,AIR,,3/24/1994,1,19780216,1.3,
ela2/skylark,M01,2/17/1978,sample_date,239,0,0.5,MET,AIR,,3/24/1994,1,19780217,0.5,
ela2/skylark,M01,2/20/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780220,0,
ela2/skylark,M01,2/21/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780221,0,
ela2/skylark,M01,2/27/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780227,0,
ela2/skylark,M01,2/28/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780228,0,
ela2/skylark,M01,3/1/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780301,0,
ela2/skylark,M01,3/2/1978,sample_date,239,0,0,MET,AIR,TS,3/24/1994,1,19780302,0,
ela2/skylark,M01,3/5/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780305,0,
ela2/skylark,M01,3/6/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780306,0,
ela2/skylark,M01,3/12/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780312,0,
ela2/skylark,M01,3/15/1978,sample_date,239,0,0.3,MET,AIR,,3/24/1994,1,19780315,0.3,
ela2/skylark,M01,3/16/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780316,0,
ela2/skylark,M01,3/20/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780320,0,
ela2/skylark,M01,3/24/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780324,0,
ela2/skylark,M01,3/27/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780327,0,
ela2/skylark,M01,3/28/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780328,0,
ela2/skylark,M01,3/30/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780330,0,
ela2/skylark,M01,4/1/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780401,0,
ela2/skylark,M01,4/5/1978,sample_date,239,0,5.6,MET,AIR,,3/24/1994,1,19780405,5.6,
ela2/skylark,M01,4/7/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780407,0,
ela2/skylark,M01,4/8/1978,sample_date,239,11.7,0,MET,AIR,,3/24/1994,1,19780408,11.7,
ela2/skylark,M01,4/10/1978,sample_date,239,0.5,1,MET,AIR,,3/24/1994,1,19780410,1.5,
ela2/skylark,M01,4/12/1978,sample_date,239,0,1.3,MET,AIR,,3/24/1994,1,19780412,1.3,
ela2/skylark,M01,4/13/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780413,0,
ela2/skylark,M01,4/14/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780414,0,
ela2/skylark,M01,4/15/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780415,0,
ela2/skylark,M01,4/16/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780416,0,
ela2/skylark,M01,4/20/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780420,0,
ela2/skylark,M01,4/21/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780421,0,
ela2/skylark,M01,4/25/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780425,0,
ela2/skylark,M01,4/28/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780428,0,
ela2/skylark,M01,4/29/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780429,0,
ela2/skylark,M01,5/1/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780501,0,
ela2/skylark,M01,5/5/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780505,0,
ela2/skylark,M01,5/7/1978,sample_date,239,11.2,0,MET,AIR,,3/24/1994,1,19780507,11.2,
ela2/skylark,M01,5/10/1978,sample_date,239,3,0,MET,AIR,,3/24/1994,1,19780510,3,
ela2/skylark,M01,5/12/1978,sample_date,239,0,0,MET,AIR,TR,3/24/1994,1,19780512,0,
ela2/skylark,M01,5/14/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780514,0,
ela2/skylark,M01,5/15/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780515,0,
ela2/skylark,M01,5/18/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780518,0,
ela2/skylark,M01,5/20/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780520,0,
ela2/skylark,M01,5/21/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780521,0,
ela2/skylark,M01,5/22/1978,sample_date,239,13,0,MET,AIR,,3/24/1994,1,19780522,13,
ela2/skylark,M01,5/24/1978,sample_date,239,0.3,0,MET,AIR,,3/24/1994,1,19780524,0.3,
ela2/skylark,M01,5/26/1978,sample_date,239,5.1,0,MET,AIR,,3/24/1994,1,19780526,5.1,
ela2/skylark,M01,5/27/1978,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19780527,0,
ela2/skylark,M01,7/10/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19790710,0,
ela2/skylark,M01,7/14/1979,sample_date,239,5.2,0,MET,AIR,,3/24/1994,1,19790714,5.2,
ela2/skylark,M01,7/16/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19790716,0,
ela2/skylark,M01,7/20/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19790720,0,
ela2/skylark,M01,7/22/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19790722,0,
ela2/skylark,M01,7/24/1979,sample_date,239,1,0,MET,AIR,,3/24/1994,1,19790724,1,
ela2/skylark,M01,7/25/1979,sample_date,239,3.8,0,MET,AIR,,3/24/1994,1,19790725,3.8,
ela2/skylark,M01,7/27/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19790727,0,
ela2/skylark,M01,8/1/1979,sample_date,239,0.6,0,MET,AIR,,3/24/1994,1,19790801,0.6,
ela2/skylark,M01,8/3/1979,sample_date,239,1.4,0,MET,AIR,,3/24/1994,1,19790803,1.4,
ela2/skylark,M01,8/4/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19790804,0,
ela2/skylark,M01,8/5/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19790805,0,
ela2/skylark,M01,8/7/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19790807,0,
ela2/skylark,M01,8/13/1979,sample_date,239,2,0,MET,AIR,,3/24/1994,1,19790813,2,
ela2/skylark,M01,8/14/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19790814,0,
ela2/skylark,M01,8/15/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19790815,0,
ela2/skylark,M01,8/16/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19790816,0,
ela2/skylark,M01,8/20/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19790820,0,
ela2/skylark,M01,8/28/1979,sample_date,239,2.5,0,MET,AIR,,3/24/1994,1,19790828,2.5,
ela2/skylark,M01,8/30/1979,sample_date,239,3.8,0,MET,AIR,,3/24/1994,1,19790830,3.8,
ela2/skylark,M01,8/31/1979,sample_date,239,3.6,0,MET,AIR,,3/24/1994,1,19790831,3.6,
ela2/skylark,M01,9/5/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19790905,0,
ela2/skylark,M01,9/6/1979,sample_date,239,0.3,0,MET,AIR,,3/24/1994,1,19790906,0.3,
ela2/skylark,M01,9/11/1979,sample_date,239,0.7,0,MET,AIR,,3/24/1994,1,19790911,0.7,
ela2/skylark,M01,9/12/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19790912,0,
ela2/skylark,M01,9/13/1979,sample_date,239,3.2,0,MET,AIR,,3/24/1994,1,19790913,3.2,
ela2/skylark,M01,9/15/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19790915,0,
ela2/skylark,M01,9/18/1979,sample_date,239,0.3,0,MET,AIR,,3/24/1994,1,19790918,0.3,
ela2/skylark,M01,9/20/1979,sample_date,239,2,0,MET,AIR,,3/24/1994,1,19790920,2,
ela2/skylark,M01,9/21/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19790921,0,
ela2/skylark,M01,9/22/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19790922,0,
ela2/skylark,M01,9/23/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19790923,0,
ela2/skylark,M01,9/24/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19790924,0,
ela2/skylark,M01,9/25/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19790925,0,
ela2/skylark,M01,9/27/1979,sample_date,239,0.2,0,MET,AIR,,3/24/1994,1,19790927,0.2,
ela2/skylark,M01,9/28/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19790928,0,
ela2/skylark,M01,9/29/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19790929,0,
ela2/skylark,M01,10/1/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19791001,0,
ela2/skylark,M01,10/3/1979,sample_date,239,2.8,0,MET,AIR,,3/24/1994,1,19791003,2.8,
ela2/skylark,M01,10/7/1979,sample_date,239,0.8,0,MET,AIR,,3/24/1994,1,19791007,0.8,
ela2/skylark,M01,10/8/1979,sample_date,239,2,0,MET,AIR,,3/24/1994,1,19791008,2,
ela2/skylark,M01,10/10/1979,sample_date,239,7.4,0.8,MET,AIR,,3/24/1994,1,19791010,8.2,
ela2/skylark,M01,10/11/1979,sample_date,239,0,0.8,MET,AIR,,3/24/1994,1,19791011,0.8,
ela2/skylark,M01,10/12/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19791012,0,
ela2/skylark,M01,10/13/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19791013,0,
ela2/skylark,M01,10/15/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19791015,0,
ela2/skylark,M01,10/16/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19791016,0,
ela2/skylark,M01,10/24/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19791024,0,
ela2/skylark,M01,10/26/1979,sample_date,239,0.2,0,MET,AIR,,3/24/1994,1,19791026,0.2,
ela2/skylark,M01,10/27/1979,sample_date,239,0.8,0,MET,AIR,,3/24/1994,1,19791027,0.8,
ela2/skylark,M01,10/28/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19791028,0,
ela2/skylark,M01,10/29/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19791029,0,
ela2/skylark,M01,10/31/1979,sample_date,239,36,0,MET,AIR,,3/24/1994,1,19791031,36,
ela2/skylark,M01,11/2/1979,sample_date,239,0,3.2,MET,AIR,,3/24/1994,1,19791102,3.2,
ela2/skylark,M01,11/8/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19791108,0,
ela2/skylark,M01,11/9/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19791109,0,
ela2/skylark,M01,11/10/1979,sample_date,239,0,0.4,MET,AIR,,3/24/1994,1,19791110,0.4,
ela2/skylark,M01,11/11/1979,sample_date,239,0,0.8,MET,AIR,,3/24/1994,1,19791111,0.8,
ela2/skylark,M01,11/12/1979,sample_date,239,0,0.9,MET,AIR,,3/24/1994,1,19791112,0.9,
ela2/skylark,M01,11/13/1979,sample_date,239,0,0.6,MET,AIR,,3/24/1994,1,19791113,0.6,
ela2/skylark,M01,11/16/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19791116,0,
ela2/skylark,M01,11/17/1979,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19791117,0,
ela2/skylark,M01,12/1/1976,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19761201,0,
ela2/skylark,M01,12/5/1976,sample_date,239,0,1.5,MET,AIR,,3/24/1994,1,19761205,1.5,
ela2/skylark,M01,12/6/1976,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19761206,0,
ela2/skylark,M01,12/9/1976,sample_date,239,0,9.7,MET,AIR,,3/24/1994,1,19761209,9.7,
ela2/skylark,M01,12/10/1976,sample_date,239,0,5.1,MET,AIR,,3/24/1994,1,19761210,5.1,
ela2/skylark,M01,12/11/1976,sample_date,239,0,0.3,MET,AIR,,3/24/1994,1,19761211,0.3,
ela2/skylark,M01,12/16/1976,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19761216,0,
ela2/skylark,M01,12/18/1976,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19761218,0,
ela2/skylark,M01,12/19/1976,sample_date,239,0,0.3,MET,AIR,,3/24/1994,1,19761219,0.3,
ela2/skylark,M01,12/21/1976,sample_date,239,0,3,MET,AIR,,3/24/1994,1,19761221,3,
ela2/skylark,M01,12/23/1976,sample_date,239,0,1,MET,AIR,,3/24/1994,1,19761223,1,
ela2/skylark,M01,12/24/1976,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19761224,0,
ela2/skylark,M01,12/25/1976,sample_date,239,0,0.5,MET,AIR,,3/24/1994,1,19761225,0.5,
ela2/skylark,M01,12/26/1976,sample_date,239,0,1.5,MET,AIR,,3/24/1994,1,19761226,1.5,
ela2/skylark,M01,1/1/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770101,0,
ela2/skylark,M01,1/5/1977,sample_date,239,0,3,MET,AIR,,3/24/1994,1,19770105,3,
ela2/skylark,M01,1/6/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770106,0,
ela2/skylark,M01,1/11/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770111,0,
ela2/skylark,M01,1/19/1977,sample_date,239,0,2.5,MET,AIR,,3/24/1994,1,19770119,2.5,
ela2/skylark,M01,1/21/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770121,0,
ela2/skylark,M01,1/26/1977,sample_date,239,0,0,MET,AIR,TS,3/24/1994,1,19770126,0,
ela2/skylark,M01,1/27/1977,sample_date,239,0,1.3,MET,AIR,,3/24/1994,1,19770127,1.3,
ela2/skylark,M01,2/2/1977,sample_date,239,0,2.3,MET,AIR,,3/24/1994,1,19770202,2.3,
ela2/skylark,M01,2/7/1977,sample_date,239,0,0.5,MET,AIR,,3/24/1994,1,19770207,0.5,
ela2/skylark,M01,2/9/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770209,0,
ela2/skylark,M01,2/10/1977,sample_date,239,0,0.3,MET,AIR,,3/24/1994,1,19770210,0.3,
ela2/skylark,M01,2/12/1977,sample_date,239,0,0.8,MET,AIR,,3/24/1994,1,19770212,0.8,
ela2/skylark,M01,2/13/1977,sample_date,239,0,0.5,MET,AIR,,3/24/1994,1,19770213,0.5,
ela2/skylark,M01,2/15/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770215,0,
ela2/skylark,M01,2/18/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770218,0,
ela2/skylark,M01,2/19/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770219,0,
ela2/skylark,M01,2/24/1977,sample_date,239,0,7.1,MET,AIR,,3/24/1994,1,19770224,7.1,
ela2/skylark,M01,2/25/1977,sample_date,239,0,3.3,MET,AIR,,3/24/1994,1,19770225,3.3,
ela2/skylark,M01,2/26/1977,sample_date,239,0,0,MET,AIR,TS,3/24/1994,1,19770226,0,
ela2/skylark,M01,2/27/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770227,0,
ela2/skylark,M01,2/28/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770228,0,
ela2/skylark,M01,3/1/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770301,0,
ela2/skylark,M01,3/6/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770306,0,
ela2/skylark,M01,3/7/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770307,0,
ela2/skylark,M01,3/9/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770309,0,
ela2/skylark,M01,3/10/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770310,0,
ela2/skylark,M01,3/11/1977,sample_date,239,0,0,MET,AIR,TR,3/24/1994,1,19770311,0,
ela2/skylark,M01,3/12/1977,sample_date,239,10.9,0,MET,AIR,,3/24/1994,1,19770312,10.9,
ela2/skylark,M01,3/17/1977,sample_date,239,0,0.3,MET,AIR,,3/24/1994,1,19770317,0.3,
ela2/skylark,M01,3/18/1977,sample_date,239,0,1,MET,AIR,,3/24/1994,1,19770318,1,
ela2/skylark,M01,3/22/1977,sample_date,239,0,2.5,MET,AIR,,3/24/1994,1,19770322,2.5,
ela2/skylark,M01,3/23/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770323,0,
ela2/skylark,M01,3/25/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770325,0,
ela2/skylark,M01,3/27/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770327,0,
ela2/skylark,M01,4/1/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770401,0,
ela2/skylark,M01,4/4/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770404,0,
ela2/skylark,M01,4/5/1977,sample_date,239,0,0,MET,AIR,TS,3/24/1994,1,19770405,0,
ela2/skylark,M01,4/8/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770408,0,
ela2/skylark,M01,4/9/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770409,0,
ela2/skylark,M01,4/10/1977,sample_date,239,0,0,MET,AIR,TS,3/24/1994,1,19770410,0,
ela2/skylark,M01,4/12/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770412,0,
ela2/skylark,M01,4/13/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770413,0,
ela2/skylark,M01,4/15/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770415,0,
,M01,1/6/2014,sample_date,239,0,0.1,MET,AIR,,9/25/2017,,,0.1,
ela2/skylark,M01,4/17/1977,sample_date,239,1.3,0,MET,AIR,,3/24/1994,1,19770417,1.3,
ela2/skylark,M01,4/18/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770418,0,
ela2/skylark,M01,4/21/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770421,0,
ela2/skylark,M01,4/23/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770423,0,
ela2/skylark,M01,4/24/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770424,0,
ela2/skylark,M01,4/25/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770425,0,
ela2/skylark,M01,4/27/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770427,0,
ela2/skylark,M01,4/29/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770429,0,
ela2/skylark,M01,4/30/1977,sample_date,239,3.6,0,MET,AIR,,3/24/1994,1,19770430,3.6,
ela2/skylark,M01,5/1/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770501,0,
ela2/skylark,M01,5/3/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770503,0,
ela2/skylark,M01,5/4/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770504,0,
ela2/skylark,M01,5/5/1977,sample_date,239,34.8,0,MET,AIR,,3/24/1994,1,19770505,34.8,
ela2/skylark,M01,5/7/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770507,0,
ela2/skylark,M01,5/10/1977,sample_date,239,3,0,MET,AIR,,3/24/1994,1,19770510,3,
ela2/skylark,M01,5/11/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770511,0,
ela2/skylark,M01,5/12/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770512,0,
ela2/skylark,M01,5/14/1977,sample_date,239,3.3,0,MET,AIR,,3/24/1994,1,19770514,3.3,
ela2/skylark,M01,5/15/1977,sample_date,239,0,0,MET,AIR,TR,3/24/1994,1,19770515,0,
ela2/skylark,M01,5/17/1977,sample_date,239,1.8,0,MET,AIR,,3/24/1994,1,19770517,1.8,
ela2/skylark,M01,5/18/1977,sample_date,239,6.6,0,MET,AIR,,3/24/1994,1,19770518,6.6,
ela2/skylark,M01,5/19/1977,sample_date,239,19.1,0,MET,AIR,,3/24/1994,1,19770519,19.1,
ela2/skylark,M01,5/20/1977,sample_date,239,2.3,0,MET,AIR,,3/24/1994,1,19770520,2.3,
ela2/skylark,M01,5/21/1977,sample_date,239,0.5,0,MET,AIR,,3/24/1994,1,19770521,0.5,
ela2/skylark,M01,5/23/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770523,0,
ela2/skylark,M01,5/25/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770525,0,
ela2/skylark,M01,5/28/1977,sample_date,239,4.6,0,MET,AIR,,3/24/1994,1,19770528,4.6,
ela2/skylark,M01,5/29/1977,sample_date,239,2.8,0,MET,AIR,,3/24/1994,1,19770529,2.8,
ela2/skylark,M01,5/30/1977,sample_date,239,9.1,0,MET,AIR,,3/24/1994,1,19770530,9.1,
ela2/skylark,M01,6/6/1977,sample_date,239,1,0,MET,AIR,,3/24/1994,1,19770606,1,
ela2/skylark,M01,6/7/1977,sample_date,239,4.3,0,MET,AIR,,3/24/1994,1,19770607,4.3,
ela2/skylark,M01,6/13/1977,sample_date,239,17.3,0,MET,AIR,,3/24/1994,1,19770613,17.3,
ela2/skylark,M01,6/18/1977,sample_date,239,0.8,0,MET,AIR,,3/24/1994,1,19770618,0.8,
ela2/skylark,M01,6/19/1977,sample_date,239,7.6,0,MET,AIR,,3/24/1994,1,19770619,7.6,
ela2/skylark,M01,6/21/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770621,0,
ela2/skylark,M01,6/23/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770623,0,
ela2/skylark,M01,6/25/1977,sample_date,239,2.8,0,MET,AIR,,3/24/1994,1,19770625,2.8,
ela2/skylark,M01,6/28/1977,sample_date,239,3.8,0,MET,AIR,,3/24/1994,1,19770628,3.8,
ela2/skylark,M01,1/8/1982,sample_date,239,0,0,MET,AIR,TS,3/24/1994,1,19820108,0,
ela2/skylark,M01,6/29/1977,sample_date,239,13.2,0,MET,AIR,,3/24/1994,1,19770629,13.2,
ela2/skylark,M01,7/1/1977,sample_date,239,0,0,MET,AIR,TR,3/24/1994,1,19770701,0,
ela2/skylark,M01,7/2/1977,sample_date,239,4.6,0,MET,AIR,,3/24/1994,1,19770702,4.6,
ela2/skylark,M01,7/3/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770703,0,
ela2/skylark,M01,7/5/1977,sample_date,239,4.8,0,MET,AIR,,3/24/1994,1,19770705,4.8,
ela2/skylark,M01,7/6/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770706,0,
ela2/skylark,M01,7/8/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770708,0,
ela2/skylark,M01,7/11/1977,sample_date,239,15.2,0,MET,AIR,,3/24/1994,1,19770711,15.2,
ela2/skylark,M01,7/12/1977,sample_date,239,0.8,0,MET,AIR,,3/24/1994,1,19770712,0.8,
ela2/skylark,M01,7/15/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770715,0,
ela2/skylark,M01,7/18/1977,sample_date,239,0.5,0,MET,AIR,,3/24/1994,1,19770718,0.5,
ela2/skylark,M01,7/19/1977,sample_date,239,3.6,0,MET,AIR,,3/24/1994,1,19770719,3.6,
ela2/skylark,M01,7/20/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770720,0,
ela2/skylark,M01,7/21/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770721,0,
ela2/skylark,M01,7/22/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770722,0,
ela2/skylark,M01,7/23/1977,sample_date,239,1.8,0,MET,AIR,,3/24/1994,1,19770723,1.8,
ela2/skylark,M01,7/24/1977,sample_date,239,1.8,0,MET,AIR,,3/24/1994,1,19770724,1.8,
ela2/skylark,M01,7/27/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770727,0,
ela2/skylark,M01,8/1/1977,sample_date,239,0,0,MET,AIR,,3/24/1994,1,19770801,0,
ela2/skylark,M01,8/2/1977,sample_date,239,4.3,0,MET,AIR,,3/24/1994,1,19770802,4.3,
ela2/skylark,M01,8/3/1977,sample_date,239,1,0,MET,AIR,,3/24/1994,1,19770803,1,
ela2/skylark,M01,8/5/1977,sample_date,239,1,0,MET,AIR,,3/24/1994,1,19770805,1,
